Site,Date,Plane_Height,Area_2D,Area_3D,Volume
050r,20050102,8kto25k,1155.95806445,1212.77188666,2366.15253941
050r,20050102,above830.5,2220.40098435,2302.89256503,2923.81743747
050r,20050102,above830.6,2175.17903106,2255.64567278,2812.32329156
050r,20050102,above830.7,2132.00933623,2210.41035558,2697.79603614
050r,20050102,above830.8,2092.77864214,2169.01364792,2582.01295604
050r,20050102,above830.9,2057.87193252,2131.69124388,2465.71233693
050r,20050102,above831.0,2028.36677412,2099.40928023,2349.23285171
050r,20050102,above831.1,2003.57480857,2071.47890173,2232.41389295
050r,20050102,above831.2,1980.51442273,2045.14336905,2114.92262475
050r,20050102,above831.3,1958.24010359,2019.54756625,1997.21873989
050r,20050102,above831.4,1935.54215404,1993.48909376,1879.80192581
050r,20050102,above831.5,1913.96126646,1968.5880219,1762.85154469
050r,20050102,above831.6,1891.00709961,1942.41060662,1646.48557939
050r,20050102,above831.7,1864.76903451,1913.09673853,1531.03200093
050r,20050102,above831.8,1832.41840032,1877.95829713,1417.00275477
050r,20050102,above831.9,1795.87537669,1838.7553867,1305.00853918
050r,20050102,above832.0,1752.822033,1793.14741673,1195.56643917
050r,20050102,above832.1,1688.95008854,1726.91793016,1090.13558484
050r,20050102,above832.2,1609.60594421,1645.39657685,990.63161656
050r,20050102,above832.3,1522.24334264,1556.05505018,898.176688572
050r,20050102,above832.4,1392.15840921,1424.25062125,814.938367768
050r,20050102,above832.5,1265.98812508,1296.56499917,743.975179984
050r,20050102,above832.6,1187.24427782,1216.28452052,682.056939974
050r,20050102,above832.7,1131.20608485,1158.72695247,625.307855243
050r,20050102,above832.8,1078.90403399,1104.99370418,572.709577834
050r,20050102,above832.9,1021.55067984,1046.30875906,523.94149751
050r,20050102,above833.0,928.862691964,952.367605588,481.430349459
050r,20050102,above833.1,806.793328236,829.149647209,448.960398444
050r,20050102,above833.2,724.546906751,745.866093831,425.317370327
050r,20050102,above833.3,668.059353924,688.351999598,407.409097451
050r,20050102,above833.4,648.716723233,668.038288636,391.870434655
050r,20050102,above833.5,630.444133349,648.788247873,377.108044768
050r,20050102,above833.6,612.547699483,629.92685186,363.143103542
050r,20050102,above833.7,595.383818015,611.801862214,349.95906791
050r,20050102,above833.8,579.520097292,594.964462472,337.474640057
050r,20050102,above833.9,564.627351709,579.100570824,325.558290329
050r,20050102,above834.0,550.211460455,563.747284175,314.116983188
050r,20050102,above834.1,536.202472716,548.827449286,303.110829925
050r,20050102,above834.2,522.359728867,534.109258965,292.526495618
050r,20050102,above834.3,508.443994921,519.361892974,282.407564249
050r,20050102,above834.4,495.274640765,505.416159828,272.77628403
050r,20050102,above834.5,483.593321636,493.087205366,263.449110099
050r,20050102,above834.6,471.863094085,480.778016136,254.152398218
050r,20050102,above834.7,460.351234353,468.706912345,244.380892243
050r,20050102,above834.8,449.045077251,456.853455155,234.268392329
050r,20050102,above834.9,437.973346096,445.246112867,223.807678917
050r,20050102,above835.0,427.149699642,433.893679142,212.896202976
050r,20050102,above835.1,416.421069454,422.638188705,201.397845109
050r,20050102,above835.2,405.671349084,411.368844207,189.627443574
050r,20050102,above835.3,395.100621553,400.283270028,177.741289595
050r,20050102,above835.4,384.7501751,389.423816588,165.569727454
050r,20050102,above835.5,374.643423488,378.816834054,153.065103526
050r,20050102,above835.6,364.605688817,368.291498991,140.258194837
050r,20050102,above835.7,353.921282191,357.146556478,127.134546807
050r,20050102,above835.8,341.645748109,344.434168598,113.65416705
050r,20050102,above835.9,323.462810973,325.838879359,99.52540049
050r,20050102,above836.0,295.240333884,297.274096876,84.8548714632
050r,20050102,above836.1,261.743815092,263.485267227,69.7517103663
050r,20050102,above836.2,224.640476024,226.076613074,54.1113683294
050r,20050102,above836.3,182.197834308,183.3309804,37.1230620076
050r,20050102,above836.4,136.850353146,137.723478455,21.5335628799
050r,20050102,above836.5,92.9652130808,93.5494580414,10.0214449777
