Site,Date,Plane_Height,Area_2D,Area_3D,Volume
050r,19900915,8kto25k,1570.991521,1607.22994147,2753.56681145
050r,19900915,above830.5,2720.33853497,2783.12234123,3596.848086
050r,19900915,above830.6,2679.81240018,2740.58967599,3443.6261177
050r,19900915,above830.7,2637.95582961,2696.7459366,3287.02671507
050r,19900915,above830.8,2593.56585287,2650.44677163,3129.36188681
050r,19900915,above830.9,2546.53077654,2601.59391442,2972.02893309
050r,19900915,above831.0,2496.85020045,2550.17619828,2816.14120431
050r,19900915,above831.1,2446.39700083,2498.02288072,2662.2283039
050r,19900915,above831.2,2395.4261346,2445.37965347,2510.34695914
050r,19900915,above831.3,2344.85850583,2393.14889697,2361.089204
050r,19900915,above831.4,2295.7896928,2342.35957719,2214.8327286
050r,19900915,above831.5,2244.82685957,2289.6807152,2071.79201623
050r,19900915,above831.6,2184.59213861,2227.75956258,1932.62012963
050r,19900915,above831.7,2112.89199898,2154.40933957,1798.53451255
050r,19900915,above831.8,1961.87263059,2001.80257754,1672.04231157
050r,19900915,above831.9,1887.58016081,1925.87514558,1557.56153027
050r,19900915,above832.0,1808.71541092,1845.50378096,1449.31353916
050r,19900915,above832.1,1725.92475937,1761.25108006,1347.78882025
050r,19900915,above832.2,1631.75153665,1665.68216603,1253.81096754
050r,19900915,above832.3,1541.49011007,1574.12377264,1167.93670491
050r,19900915,above832.4,1442.80080089,1474.33383276,1090.06551717
050r,19900915,above832.5,1332.08101788,1362.54962913,1021.35231874
050r,19900915,above832.6,1236.55342585,1265.86735558,962.345449048
050r,19900915,above832.7,1188.86895601,1216.99775456,909.133822626
050r,19900915,above832.8,1157.88271403,1184.80681422,858.2314817
050r,19900915,above832.9,1130.76141346,1156.39193628,808.882563998
050r,19900915,above833.0,1106.88202009,1131.28434133,760.749261936
050r,19900915,above833.1,1084.49145742,1107.72543678,713.606899562
050r,19900915,above833.2,1062.77353477,1084.85227343,667.419674061
050r,19900915,above833.3,1041.61332356,1062.55701049,622.167164263
050r,19900915,above833.4,1020.59604611,1040.44349002,577.835712556
050r,19900915,above833.5,999.81792306,1018.60876313,534.476623043
050r,19900915,above833.6,979.084666007,996.83540503,492.158654259
050r,19900915,above833.7,958.325083676,975.050906605,450.901153478
050r,19900915,above833.8,937.365203868,953.088670265,410.731122588
050r,19900915,above833.9,916.248975359,930.994212799,371.666659279
050r,19900915,above834.0,894.778450607,908.578085344,333.695139754
050r,19900915,above834.1,871.76949916,884.685423367,296.89385817
050r,19900915,above834.2,845.032058055,857.168476,261.507664408
050r,19900915,above834.3,805.955666846,817.529436475,228.270553764
050r,19900915,above834.4,761.701208667,772.835394231,198.057257105
050r,19900915,above834.5,715.40209623,726.160264272,171.173928993
050r,19900915,above834.6,661.417821436,671.809435726,147.615257983
050r,19900915,above834.7,581.303673648,591.338238737,129.406404835
050r,19900915,above834.8,539.589570475,549.366654132,115.315200054
050r,19900915,above834.9,501.048532045,510.558287382,103.417643371
050r,19900915,above835.0,464.143476355,473.327102521,93.4151199015
050r,19900915,above835.1,429.407690849,438.203713099,84.9422310794
050r,19900915,above835.2,396.705903254,405.053897347,78.0574320847
050r,19900915,above835.3,366.226015976,374.044078567,72.6826316652
050r,19900915,above835.4,337.829788354,345.045402995,68.4119771064
050r,19900915,above835.5,312.24179842,318.831795346,64.9400388079
050r,19900915,above835.6,288.533228268,294.516846927,61.9899989833
050r,19900915,above835.7,265.132285027,270.519629764,59.3692095959
050r,19900915,above835.8,241.114267961,245.886120238,56.8307095814
050r,19900915,above835.9,216.475371543,220.580347759,53.9422724721
050r,19900915,above836.0,191.70409228,195.103617651,50.3222124553
050r,19900915,above836.1,167.416053802,170.131841493,45.4048175532
050r,19900915,above836.2,143.520143678,145.585413456,38.6150817324
050r,19900915,above836.3,120.411130835,121.872044293,28.7997191435
050r,19900915,above836.4,98.2138606792,99.1553714773,18.2045135801
050r,19900915,above836.5,77.234566971,77.7278957507,9.42946927394
