Site,Date,Plane_Height,Area_2D,Area_3D,Volume,Errors
202r,11/1/1992,minto8K(423.8),3134.464226,3206.414099,5548.971234,783.6160566
202r,4/13/1993,minto8K(424.3),3379.456416,3476.882086,4985.480159,608.3021549
202r,10/24/1993,minto8K(424.1),3527.229121,3613.286585,2487.748863,634.9012417
202r,12/2/1994,minto8K(423.8),3544.181665,3644.381399,3036.242558,637.9526996
202r,5/9/1995,minto8K(423.9),3236.489752,3353.066751,5782.878369,582.5681553
202r,3/1/1996,minto8K(423.7),3487.52893,3601.544795,4716.496548,627.7552075
202r,5/5/1996,minto8K(423.9),3894.356409,4014.849905,1976.38129,700.9841536
202r,9/27/1996,minto8K(423.5),3787.040953,3912.15797,4035.871449,681.6673715
202r,2/28/1997,minto8K(424.0),3664.453491,3787.542168,3626.922015,659.6016283
202r,5/6/1997,minto8K(423.9),3255.991212,3351.731487,7459.991811,586.0784181
202r,9/6/1997,minto8K(423.7),3206.90307,3328.103224,5704.553723,577.2425526
202r,4/28/1998,minto8K(423.2),2901.374447,3014.369759,6386.950162,522.2474004
202r,5/20/1999,minto8K(424.1),3133.72957,3259.296363,6285.624123,564.0713226
202r,4/3/2000,minto8K(423.6),3106.100522,3236.477407,5954.386866,559.0980939
202r,2/16/2008,minto8K(424.0),3153.883248,3267.671026,4340.355389,346.9271573
202r,4/11/2008,minto8K(424.6),3324.972046,3421.272643,6935.496117,365.7469251
