Date,Volume,Errors
11/1/1992,18253.55,2941.48
4/13/1993,16748.6,2167.445
10/24/1993,8097.995,2085.837
12/2/1994,10727.88,2189.345
5/9/1995,21564.47,2158.806
3/1/1996,16434.09,2160.093
5/5/1996,24709.19,2222.942
9/27/1996,32385.1,2264.263
2/28/1997,17118.62,2229.819
5/6/1997,32151.29,2198.378
9/6/1997,23696.44,2167.405
4/28/1998,27730.6,2139.925
5/20/1999,15978.34,2147.2
4/3/2000,21394.22,2141.242
2/16/2008,17367.26,1311.814
4/11/2008,22160.49,1362.912
