Site,Date,Plane_Height,Area_2D,Area_3D,Volume,Errors
035l,5/8/1999,above25k,0,0,0,0
035l,3/20/2000,above25k,0,0,0,0
035l,6/6/2000,above25k,0,0,0,0
035l,8/23/2000,above25k,0,0,0,0
035l,9/11/2000,above25k,0,0,0,0
035l,10/7/2001,above25k,0,0,0,0
035l,9/23/2002,above25k,0,0,0,0
035l,4/27/2003,above25k,0,0,0,0
035l,9/22/2003,above25k,0,0,0,0
035l,12/31/2004,above25k,0,0,0,0
035l,5/9/2005,above25k,0,0,0,0
035l,10/11/2006,above25k,0,0,0,0
035l,10/16/2007,above25k,0,0,0,0
035l,2/5/2008,above25k,0,0,0,0
035l,3/30/2008,above25k,0,0,0,0
035l,10/13/2008,above25k,0,0,0,0
035l,10/12/2009,above25k,0,0,0,0
035l,10/7/2011,above25k,0,0,0,0
035l,10/5/2012,above25k,0,0,0,0
035l,9/23/2013,above25k,0,0,0,0
035l,9/26/2014,above25k,0,0,0,0
035l,9/25/2015,above25k,0,0,0,0
035l,10/3/2016,above25k,0,0,0,0
