Site,Date,Plane_Height,Area_2D,Area_3D,Volume,Errors
035l,5/8/1999,8kto25k,0,0,0,0
035l,3/20/2000,8kto25k,0,0,0,0
035l,6/6/2000,8kto25k,751.1437035,760.5094599,251.2465336,30.04574814
035l,8/23/2000,8kto25k,572.5239374,578.8929557,171.6845942,22.90095749
035l,9/11/2000,8kto25k,913.6783846,933.087673,624.2338908,36.54713539
035l,10/7/2001,8kto25k,0,0,0,0
035l,9/23/2002,8kto25k,0,0,0,0
035l,4/27/2003,8kto25k,0,0,0,0
035l,9/22/2003,8kto25k,0,0,0,0
035l,12/31/2004,8kto25k,1770.507835,1818.415825,2299.387667,70.82031339
035l,5/9/2005,8kto25k,0,0,0,0
035l,10/11/2006,8kto25k,0,0,0,0
035l,10/16/2007,8kto25k,946.4256797,950.5682937,394.1271702,37.85702719
035l,2/5/2008,8kto25k,0,0,0,0
035l,3/30/2008,8kto25k,0,0,0,0
035l,10/13/2008,8kto25k,0,0,0,0
035l,10/12/2009,8kto25k,880.2056131,889.2965016,377.0559239,35.20822453
035l,10/7/2011,8kto25k,0,0,0,0
035l,10/5/2012,8kto25k,1000.942361,1015.809833,789.2109552,40.03769443
035l,9/23/2013,8kto25k,685.6898233,690.5990742,500.8683774,27.42759293
035l,9/26/2014,8kto25k,746.8305737,754.0525902,471.8504151,29.87322295
035l,9/25/2015,8kto25k,0,0,0,0
035l,10/3/2016,8kto25k,966.0250406,967.9427101,126.3979647,38.64100162
