Site,Date,Plane_Height,Area_2D,Area_3D,Volume,Errors
035l,5/8/1999,8kto25k,1243.11,1288.02,495.2353,49.7244
035l,3/20/2000,8kto25k,1231.785,1274.935,523.7105,49.27141
035l,6/6/2000,8kto25k,2292.269,2343.915,1076.88,91.69078
035l,8/23/2000,8kto25k,1775.697,1833.45,806.3753,71.0279
035l,9/11/2000,8kto25k,2237.136,2299.423,1420.767,89.48546
035l,10/7/2001,8kto25k,1532.8,1575.553,588.0091,61.31201
035l,9/23/2002,8kto25k,1254.808,1295.436,384.9018,50.19231
035l,4/27/2003,8kto25k,1418.621,1455.944,403.6901,56.74483
035l,9/22/2003,8kto25k,1178.73,1218.299,356.1377,47.1492
035l,12/31/2004,8kto25k,3016.131,3118.1,3311.457,120.6452
035l,5/9/2005,8kto25k,1585.236,1629.174,945.6738,63.40943
035l,10/11/2006,8kto25k,1202.158,1253.733,365.4622,48.08632
035l,10/16/2007,8kto25k,2381.896,2430.502,814.6255,95.27582
035l,2/5/2008,8kto25k,1461.917,1510.982,552.3467,58.47669
035l,3/30/2008,8kto25k,1358.2,1420.484,1130.982,54.32802
035l,10/13/2008,8kto25k,1086.832,1144.451,533.4392,43.47329
035l,10/12/2009,8kto25k,2098.828,2165.619,777.4375,83.95314
035l,10/7/2011,8kto25k,1155.594,1206.657,517.0673,46.22376
035l,10/5/2012,8kto25k,2224.121,2284.78,1204.826,88.96485
035l,9/23/2013,8kto25k,2094.719,2148.858,988.6543,83.78877
035l,9/26/2014,8kto25k,2105.806,2174.407,1070.591,84.23224
035l,9/25/2015,8kto25k,1331.19,1392.593,578.4032,53.2476
035l,10/3/2016,8kto25k,2441.754,2503.197,692.8296,97.67015
