"Date":"Area.High":"Volume.High":"Area.Fluc":"Volume.Fluc":"Area.Low":"Volume.Low"
1990-06-17:"148":"49  ±  6":"1,846":"1,587 ± 74":"NA":"NA ± NA"
1991-07-29:"152":"35  ±  6":"1,571":"1,571 ± 63":"NA":"NA ± NA"
1992-10-28:"68":"27  ±  3":"1,460":"1,033 ± 58":"4,864":"7,181 ± 1,216"
1993-10-19:"172":"32  ±  7":"623":"343 ± 25":"6,127":"4,957 ± 1,103"
1994-04-19:"207":"67  ±  8":"1,208":"509 ± 48":"5,226":"8,447 ± 941"
1994-11-30:"139":"37  ±  6":"855":"343 ± 34":"5,549":"5,847 ± 999"
1995-05-06:"171":"53  ±  7":"1,068":"641 ± 43":"5,757":"5,958 ± 1,036"
1996-02-28:"177":"57  ±  7":"917":"360 ± 37":"6,088":"6,378 ± 1,096"
1996-04-29:"478":"283  ±  19":"1,261":"2,001 ± 50":"5,446":"3,732 ± 980"
1996-09-24:"221":"108  ±  9":"1,247":"828 ± 50":"5,703":"6,851 ± 1,027"
1997-02-24:"198":"96  ±  8":"936":"549 ± 37":"6,051":"3,144 ± 1,089"
1997-05-02:"195":"84  ±  8":"1,674":"1,816 ± 67":"5,315":"5,970 ± 957"
1997-09-03:"188":"84  ±  8":"1,602":"1,025 ± 64":"5,392":"7,788 ± 971"
1997-11-18:"91":"28  ±  4":"1,544":"2,080 ± 62":"NA":"NA ± NA"
1998-04-26:"104":"34  ±  4":"1,802":"2,232 ± 72":"5,188":"9,013 ± 934"
1999-05-16:"182":"79  ±  7":"1,103":"890 ± 44":"5,894":"5,020 ± 1,061"
2000-03-31:"183":"60  ±  7":"983":"424 ± 39":"5,989":"8,844 ± 1,078"
2000-06-14:"186":"68  ±  7":"1,719":"1,145 ± 69":"NA":"NA ± NA"
2001-10-15:"233":"104  ±  9":"1,644":"1,387 ± 66":"NA":"NA ± NA"
2002-10-02:"241":"110  ±  10":"996":"886 ± 40":"NA":"NA ± NA"
2003-05-07:"236":"107  ±  9":"961":"828 ± 38":"NA":"NA ± NA"
2003-10-02:"236":"104  ±  9":"683":"447 ± 27":"NA":"NA ± NA"
2005-05-18:"501":"299  ±  20":"947":"1,355 ± 38":"NA":"NA ± NA"
2006-10-19:"449":"265  ±  18":"843":"1,262 ± 34":"NA":"NA ± NA"
2007-10-25:"449":"264  ±  18":"1,438":"1,700 ± 58":"NA":"NA ± NA"
2008-02-14:"449":"263  ±  18":"1,441":"1,718 ± 58":"5,148":"10,603 ± 566"
2008-04-09:"485":"377  ±  19":"802":"1,185 ± 32":"5,898":"6,063 ± 649"
2008-10-22:"294":"185  ±  12":"1,064":"1,369 ± 43":"NA":"NA ± NA"
2009-10-21:"478":"358  ±  19":"1,468":"1,685 ± 59":"NA":"NA ± NA"
2011-10-15:"475":"354  ±  19":"1,099":"1,488 ± 44":"NA":"NA ± NA"
2012-10-13:"468":"344  ±  19":"1,232":"1,457 ± 49":"NA":"NA ± NA"
2013-10-03:"589":"476  ±  24":"948":"1,630 ± 38":"NA":"NA ± NA"
2014-10-06:"752":"610  ±  30":"1,001":"2,115 ± 40":"NA":"NA ± NA"
2015-10-05:"589":"539  ±  24":"1,079":"1,494 ± 43":"NA":"NA ± NA"
2016-10-13:"580":"527  ±  23":"1,218":"1,632 ± 49":"NA":"NA ± NA"
