Date,Volume,Errors
10/9/1993,13328.4,1663
11/21/1994,12283.7,1590
4/26/1995,16057.1,1582
2/16/1996,24495.4,1567
4/18/1996,12565.7,1620
9/15/1996,15526.5,1630
2/15/1997,13678.1,1615
4/22/1997,19258.8,1530
8/26/1997,18384.6,1496
4/16/1998,22169.9,1597
5/7/1999,20178.4,1731
3/20/2000,16149.9,1731
6/6/2000,17420.2,1699
8/22/2000,17528.2,1684
9/11/2000,19653.7,1012
5/2/2002,15039,1088
6/2/2004,14101.5,1093
11/16/2004,17382.2,1089
12/5/2004,21481.7,985.6
2/5/2008,24315,1046
3/30/2008,13530.4,1054
