Site,Date,Plane_Height,Area_2D,Area_3D,Volume
056r,20030501,8kto25k,2733.15809398,2752.9943979,979.23768368
056r,20030501,above817.53,4341.88126555,4373.39254903,1200.7002694
056r,20030501,above817.63,4045.61862428,4075.64519994,1077.4141114
056r,20030501,above817.73,3800.04366908,3828.75523791,958.347113617
056r,20030501,above817.83,3529.71076282,3557.27170722,843.436430648
056r,20030501,above817.93,3287.44826587,3313.5860551,740.964850269
056r,20030501,above818.03,3048.58747878,3073.32419599,648.569861877
056r,20030501,above818.13,2745.50769491,2769.22094156,574.466725377
056r,20030501,above818.23,2573.18488503,2596.05760551,515.166021451
056r,20030501,above818.33,2432.81332523,2454.74206651,463.543827684
056r,20030501,above818.43,2312.30643854,2333.18586643,417.928431294
056r,20030501,above818.53,2198.08319672,2217.8658849,377.916847653
056r,20030501,above818.63,2088.57403889,2107.21135335,343.377201701
056r,20030501,above818.73,1985.53343321,2002.98161382,313.062355394
056r,20030501,above818.83,1890.12719801,1906.3123659,286.77856827
056r,20030501,above818.93,1801.48978823,1816.33956552,264.205096724
056r,20030501,above819.03,1717.72484833,1731.18759144,244.410340637
056r,20030501,above819.13,1634.22504115,1646.30691339,226.561206863
056r,20030501,above819.23,1547.11065809,1557.87342384,209.809889792
056r,20030501,above819.33,1450.65302322,1460.23073075,193.400671216
056r,20030501,above819.43,1340.86425169,1349.40638285,176.616347184
056r,20030501,above819.53,1225.39350938,1232.94862706,158.232300701
056r,20030501,above819.63,1104.92572144,1111.51869225,136.91205319
056r,20030501,above819.73,973.721362401,979.397700126,110.740504908
056r,20030501,above819.83,795.923056678,800.755015105,83.5028494631
056r,20030501,above819.93,625.954196374,629.902234238,63.0012206987
056r,20030501,above820.03,491.24407324,494.300151233,47.1486874891
056r,20030501,above820.13,372.594704476,374.744416072,33.3725222563
056r,20030501,above820.23,264.314128299,265.610465493,19.477072231
056r,20030501,above820.33,147.761378066,148.404063598,8.953096878
056r,20030501,above820.43,51.0575886127,51.2369711749,3.00760528427
056r,20030501,above820.53,14.9140814231,14.944885379,0.664950023641
056r,20030501,above820.63,0.339353455331,0.339713775446,0.00105968663941
