Site,Date,Plane_Height,Area_2D,Area_3D,Volume
056r,20161006,8kto25k,1088.57257421,1126.3782965,1462.94570824
056r,20161006,above817.53,3506.75748576,3558.53673305,2305.7033608
056r,20161006,above817.63,3425.43041198,3475.43204775,2245.61306455
056r,20161006,above817.73,3340.2647865,3388.55127253,2177.98590198
056r,20161006,above817.83,3253.18282756,3299.8480687,2102.14444668
056r,20161006,above817.93,3174.55062118,3219.64292728,2018.5355024
056r,20161006,above818.03,3097.00733498,3140.57544477,1929.81192695
056r,20161006,above818.13,3022.55514199,3064.49686887,1838.78688071
056r,20161006,above818.23,2959.61523858,2999.43066184,1746.06320977
056r,20161006,above818.33,2903.44043018,2940.76102087,1651.47491002
056r,20161006,above818.43,2850.67225367,2885.28462141,1555.41249525
056r,20161006,above818.53,2799.28807304,2831.07712742,1458.47781514
056r,20161006,above818.63,2750.49959398,2779.27724699,1360.77160062
056r,20161006,above818.73,2688.58058312,2714.38462896,1262.1045907
056r,20161006,above818.83,2624.93017449,2647.87011489,1163.94704782
056r,20161006,above818.93,2563.61052764,2583.73192986,1066.55802421
056r,20161006,above819.03,2503.45043352,2520.80107809,969.413848963
056r,20161006,above819.13,2438.95742707,2453.67757508,872.050064288
056r,20161006,above819.23,2365.21027536,2377.51052697,774.186007228
056r,20161006,above819.33,2280.82822847,2290.97336495,675.462703001
056r,20161006,above819.43,2172.77397922,2181.03830219,575.3223214
056r,20161006,above819.53,1986.07800715,1992.85190299,476.067836805
056r,20161006,above819.63,1687.88912323,1693.51437987,388.325425585
056r,20161006,above819.73,1383.633976,1388.27295488,313.026252108
056r,20161006,above819.83,1107.32349098,1111.19724402,250.994412807
056r,20161006,above819.93,876.839309032,880.054481251,201.849980493
056r,20161006,above820.03,695.779520237,698.428556685,164.046891709
056r,20161006,above820.13,592.318842163,594.477845422,129.260619963
056r,20161006,above820.23,485.519601955,487.202141658,92.8008020588
056r,20161006,above820.33,377.282865917,378.466052749,60.2246355556
056r,20161006,above820.43,275.75845061,276.49528431,31.01948793
056r,20161006,above820.53,143.312512453,143.668399299,10.4131700405
056r,20161006,above820.63,32.4564845618,32.5810059793,2.22518951887
