Site,Date,Plane_Height,Area_2D,Area_3D,Volume
045l,20080207,8kto25k,1527.80610381,1561.3453504,425.361881698
045l,20080207,above836.29,2137.14484426,2202.29482225,732.362237251
045l,20080207,above836.39,2026.44636734,2090.69208133,670.835515134
045l,20080207,above836.49,1862.23430904,1925.7645193,615.738233865
045l,20080207,above836.59,1647.4048371,1710.33470222,571.725809223
045l,20080207,above836.69,1473.26240689,1535.63797006,539.504032023
045l,20080207,above836.79,1302.68308704,1364.41376835,518.286170251
045l,20080207,above836.89,1200.06446087,1260.74534988,505.388927326
045l,20080207,above836.99,1144.70967215,1204.11963355,494.34164454
045l,20080207,above837.09,1099.69836003,1157.66751783,483.046628981
045l,20080207,above837.19,1056.62267246,1113.08326478,472.248530508
045l,20080207,above837.29,1013.18043117,1068.10244743,461.863957747
045l,20080207,above837.39,966.556445805,1019.85944961,451.644539047
045l,20080207,above837.49,903.514892375,955.050080042,442.52623061
045l,20080207,above837.59,873.598999921,922.907183055,434.305510729
045l,20080207,above837.69,848.166434529,895.102734061,424.960842603
045l,20080207,above837.79,822.492927505,867.093037102,414.389162165
045l,20080207,above837.89,795.926582435,838.285486481,402.8294654
045l,20080207,above837.99,769.018258508,809.229984019,390.175152905
045l,20080207,above838.09,739.06269896,777.390927222,376.251562962
045l,20080207,above838.19,707.089854014,743.70595074,361.224261417
045l,20080207,above838.29,675.173595425,710.150353193,345.313643751
045l,20080207,above838.39,644.469418922,677.867601114,328.411087301
045l,20080207,above838.49,615.059236435,646.962337039,310.645876984
045l,20080207,above838.59,586.786046055,617.237550484,292.214338676
045l,20080207,above838.69,559.210423103,588.218671534,273.542980094
045l,20080207,above838.79,532.336310469,559.903341883,254.80955021
045l,20080207,above838.89,505.832169279,531.962661595,236.285065778
045l,20080207,above838.99,479.186025825,503.907836087,218.224961558
045l,20080207,above839.09,452.320611755,475.660328924,200.757380123
045l,20080207,above839.19,425.487617383,447.49386194,183.998350212
045l,20080207,above839.29,398.700172518,419.472192719,167.97200817
045l,20080207,above839.39,371.463650333,391.04227578,152.754233679
045l,20080207,above839.49,344.397499857,362.944830157,138.403027844
045l,20080207,above839.59,316.757193868,334.316044282,125.037577825
045l,20080207,above839.69,288.660966694,305.353248808,112.752750446
045l,20080207,above839.79,260.891244192,276.81698999,101.514223847
045l,20080207,above839.89,233.760662499,248.968371301,91.2842884418
045l,20080207,above839.99,206.876664361,221.451976733,82.051064317
045l,20080207,above840.09,174.942705969,188.957091588,74.0937952864
045l,20080207,above840.19,150.104482337,163.477834051,67.4159427194
045l,20080207,above840.29,130.388699256,143.005098993,61.3397790949
045l,20080207,above840.39,114.467474883,126.253551911,55.312450057
045l,20080207,above840.49,100.674927381,111.595666359,49.068675468
045l,20080207,above840.59,88.5844059255,98.6177042661,42.6008554546
045l,20080207,above840.69,77.4563042336,86.6055693395,36.1577488769
045l,20080207,above840.79,67.1806247807,75.4535766775,30.0251128513
045l,20080207,above840.89,57.943318066,65.3537708432,24.327895078
045l,20080207,above840.99,49.4249389538,55.9867586206,19.2026360372
045l,20080207,above841.09,41.4889131131,47.2119139312,14.7228185684
045l,20080207,above841.19,34.1206410934,39.0201609422,10.9474121077
