Site,Date,Plane_Height,Area_2D,Area_3D,Volume
202r,19941202,8kto25k,1485.59848426,1507.1460483,823.328558766
202r,19941202,above432.7,2159.5847686,2195.34513558,1101.02434784
202r,19941202,above432.8,2078.03179742,2113.11256819,1050.90121659
202r,19941202,above432.9,2009.66553843,2044.00823333,1002.19164896
202r,19941202,above433.0,1944.90182647,1978.44563452,954.180958296
202r,19941202,above433.1,1883.84215698,1916.48377448,906.364460594
202r,19941202,above433.2,1820.42615055,1852.09327223,858.531090888
202r,19941202,above433.3,1754.52323252,1785.20442467,810.710959172
202r,19941202,above433.4,1689.76978524,1719.52298861,762.834536882
202r,19941202,above433.5,1616.57074171,1645.51232467,715.187759949
202r,19941202,above433.6,1489.89953175,1518.14783395,671.385652224
202r,19941202,above433.7,1399.62377313,1427.12468022,633.970624732
202r,19941202,above433.8,1330.63687065,1357.27299493,599.296006
202r,19941202,above433.9,1254.88052188,1280.62644636,567.01101357
202r,19941202,above434.0,1185.18291068,1209.96665156,537.048789943
202r,19941202,above434.1,1126.76135926,1150.45046558,508.521258386
202r,19941202,above434.2,1076.23023662,1098.69017722,479.938407263
202r,19941202,above434.3,1026.04694096,1047.28957311,448.850167037
202r,19941202,above434.4,974.551278634,994.599516146,416.938400435
202r,19941202,above434.5,908.179755222,927.043081866,386.628440495
202r,19941202,above434.6,844.284777653,861.995485064,359.056773922
202r,19941202,above434.7,784.3289756,800.905568816,333.2253207
202r,19941202,above434.8,729.988823801,745.419062869,306.904833507
202r,19941202,above434.9,679.055227117,693.377449845,280.354129279
202r,19941202,above435.0,629.131934012,642.351795519,253.604814431
202r,19941202,above435.1,579.707709302,591.817053674,226.664505626
202r,19941202,above435.2,529.762351021,540.79063311,200.226384332
202r,19941202,above435.3,478.730574543,488.71057893,173.506728951
202r,19941202,above435.4,424.14395468,433.087796747,146.883806101
202r,19941202,above435.5,367.097493835,375.030608098,120.895671805
202r,19941202,above435.6,307.664840176,314.606505471,96.1720208929
202r,19941202,above435.7,244.210503952,250.191746084,74.7467108783
202r,19941202,above435.8,182.570790916,187.616647367,57.7694106288
202r,19941202,above435.9,138.661654286,142.859637102,44.5269460876
202r,19941202,above436.0,105.75731038,109.223467678,33.7233892679
202r,19941202,above436.1,81.57870802,84.4360678559,24.792477899
202r,19941202,above436.2,61.360689732,63.6590422273,17.6855365324
