Site,Date,Plane_Height,Area_2D,Area_3D,Volume
202r,20050521,8kto25k,1522.28160715,1543.53993019,2100.01193435
202r,20050521,above432.7,2612.20298745,2641.95027899,2478.15081553
202r,20050521,above432.8,2559.34351191,2588.00984606,2380.47094774
202r,20050521,above432.9,2505.84569756,2533.40008924,2282.20387308
202r,20050521,above433.0,2452.58861733,2479.03186554,2183.3265035
202r,20050521,above433.1,2398.80916958,2424.1635401,2083.70937314
202r,20050521,above433.2,2345.90511755,2370.18398814,1983.31085697
202r,20050521,above433.3,2295.28974076,2318.49185788,1881.50481847
202r,20050521,above433.4,2243.93939927,2266.12735179,1778.29639949
202r,20050521,above433.5,2193.60944043,2214.73366757,1673.54558227
202r,20050521,above433.6,2144.71492971,2164.6266203,1567.83010509
202r,20050521,above433.7,2091.47990936,2110.16279132,1461.99373613
202r,20050521,above433.8,2021.34449908,2038.79258895,1357.46644868
202r,20050521,above433.9,1945.60487487,1961.90511315,1255.37071237
202r,20050521,above434.0,1850.60882964,1866.00700981,1156.77000895
202r,20050521,above434.1,1765.9447842,1780.53417671,1062.34094766
202r,20050521,above434.2,1691.42326938,1705.17426507,970.456668482
202r,20050521,above434.3,1621.08851872,1633.97530727,878.213355955
202r,20050521,above434.4,1546.75847863,1558.80780599,787.283877421
202r,20050521,above434.5,1467.19598175,1478.45586805,699.885129887
202r,20050521,above434.6,1390.78730222,1401.28390796,616.272843087
202r,20050521,above434.7,1311.1836453,1320.96153728,536.021597217
202r,20050521,above434.8,1219.04399204,1228.16624312,458.011483223
202r,20050521,above434.9,1101.73832063,1110.28307229,385.054172874
202r,20050521,above435.0,977.452269532,985.456045973,318.969121101
202r,20050521,above435.1,825.603123747,833.111687946,261.321526083
202r,20050521,above435.2,680.093931689,687.063983349,214.8875507
202r,20050521,above435.3,584.444653926,590.755493287,175.012800853
202r,20050521,above435.4,500.959979439,506.567634731,139.135766583
202r,20050521,above435.5,418.824620505,423.709622439,107.229007357
202r,20050521,above435.6,339.203592177,343.303791526,79.3325289683
202r,20050521,above435.7,265.051082872,268.294895803,56.1753985595
202r,20050521,above435.8,195.547842006,197.93794187,38.3774245069
202r,20050521,above435.9,135.61157547,137.241121122,25.1023139779
202r,20050521,above436.0,87.8591731217,88.9235685565,15.7255218812
202r,20050521,above436.1,54.9955439732,55.6836640183,9.12060713892
202r,20050521,above436.2,31.8476839388,32.2640208994,4.89632919536
