Date:Volume.x:Volume.y:Total_Site_Vol
1996-02-20:45,734 ± 2,795:46,023 ± 4,045:91,757 ± 6,840
1996-04-20:21,507 ± 3,054::NA ± NA
1996-09-18:29,258 ± 3,135:16,527 ± 4,057:45,785 ± 7,192
1997-02-18:45,741 ± 3,111:30,352 ± 4,057:76,093 ± 7,168
1997-04-25:43,258 ± 2,830:17,282 ± 4,057:60,540 ± 6,887
1997-08-29:41,570 ± 2,939:33,207 ± 4,055:74,777 ± 6,994
1998-04-19:47,024 ± 3,130:39,938 ± 3,952:86,962 ± 7,082
1999-05-10:42,872 ± 2,992:43,772 ± 3,986:86,645 ± 6,978
2000-03-24:46,402 ± 3,035:45,361 ± 4,057:91,764 ± 7,092
2000-08-25:54,826 ± 2,911:45,782 ± 3,958:100,608 ± 6,869
2000-09-14:50,105 ± 2,883:44,064 ± 3,806:94,169 ± 6,689
2002-05-05:50,782 ± 1,956:48,215 ± 2,449:98,998 ± 4,405
2004-06-05:49,046 ± 1,960:49,165 ± 2,385:98,211 ± 4,345
2004-11-18:52,616 ± 1,897:51,052 ± 2,476:103,668 ± 4,373
2004-12-08:38,612 ± 2,007:42,169 ± 2,424:80,781 ± 4,431
2008-02-08:58,753 ± 1,753:56,063 ± 2,480:114,816 ± 4,233
2008-04-02:42,321 ± 1,981:48,602 ± 2,476:90,923 ± 4,457
