Site,Date,Plane_Height,Area_2D,Area_3D,Volume
213l,19971120,8kto25k,1405.41530988,1444.58265048,1695.31810289
213l,19971120,above405.59,1687.96469998,1756.19478498,1870.59485752
213l,19971120,above405.69,1687.96469998,1756.19478498,1817.8566488
213l,19971120,above405.79,1687.96469998,1756.19478498,1762.63399252
213l,19971120,above405.89,1687.96469998,1756.19478498,1704.64596815
213l,19971120,above405.99,1687.96469998,1756.19478498,1643.7012412
213l,19971120,above406.09,1687.96469998,1756.19478498,1579.55979965
213l,19971120,above406.19,1687.96469998,1756.19478498,1512.08759784
213l,19971120,above406.29,1687.96469998,1756.19478498,1441.38094498
213l,19971120,above406.39,1687.96469998,1756.19478498,1367.79239303
213l,19971120,above406.49,1687.23664565,1755.45773463,1292.05157866
213l,19971120,above406.59,1683.57253833,1751.73499507,1214.65952872
213l,19971120,above406.69,1665.3305557,1733.26147405,1136.33233758
213l,19971120,above406.79,1624.12433563,1691.3107531,1058.78865609
213l,19971120,above406.89,1578.92546739,1645.006938,983.201809274
213l,19971120,above406.99,1529.26200235,1593.90061795,909.464405636
213l,19971120,above407.09,1473.7838448,1536.70789533,837.646473713
213l,19971120,above407.19,1421.7730594,1482.77969295,767.979326583
213l,19971120,above407.29,1367.72543144,1426.76894031,699.970753113
213l,19971120,above407.39,1301.38184006,1358.51738962,633.524852989
213l,19971120,above407.49,1222.00111441,1277.35750448,569.536538693
213l,19971120,above407.59,1129.76643506,1183.44173482,508.706534166
213l,19971120,above407.69,990.344631268,1042.45400442,455.465859225
213l,19971120,above407.79,901.436553569,952.048760642,409.244683109
213l,19971120,above407.89,787.948313456,837.131374159,369.55286601
213l,19971120,above407.99,621.121155066,668.946996293,342.025493646
213l,19971120,above408.09,550.891666755,597.324055095,322.578374001
213l,19971120,above408.19,507.063478534,552.039186897,305.49976375
213l,19971120,above408.29,471.572309745,515.030268219,289.718855856
213l,19971120,above408.39,441.428776858,483.216490535,274.672882719
213l,19971120,above408.49,413.240111596,453.247538991,259.884568172
213l,19971120,above408.59,386.607320019,424.791919193,245.204436584
213l,19971120,above408.69,362.278397499,398.602056244,230.704325021
213l,19971120,above408.79,339.658536445,374.08320353,216.263704861
213l,19971120,above408.89,318.846989765,351.347658968,201.741165588
213l,19971120,above408.99,298.873188451,329.441037348,187.089037798
213l,19971120,above409.09,278.454347263,307.146000039,172.318619689
213l,19971120,above409.19,257.831051687,284.688013179,157.531728501
213l,19971120,above409.29,235.989853678,261.080894912,142.813782202
213l,19971120,above409.39,211.462447764,234.900386573,128.460368863
213l,19971120,above409.49,184.499674416,206.298503839,114.969621525
213l,19971120,above409.59,160.253498022,180.382266213,102.71348187
213l,19971120,above409.69,141.303308369,159.830212098,91.5517137907
213l,19971120,above409.79,125.576188585,142.559495708,81.0181594875
213l,19971120,above409.89,112.505580207,127.872950092,71.0775243625
213l,19971120,above409.99,100.616068863,114.332527122,61.60618929
213l,19971120,above410.09,89.4727071122,101.556808392,52.6253916617
213l,19971120,above410.19,80.6799108547,91.1624477929,44.3151971569
213l,19971120,above410.29,73.1812791455,82.0768094079,36.6371056333
