Site,Date,Plane_Height,Area_2D,Area_3D,Volume
029l,20150925,8kto25k,988.548141212,1025.38741976,317.97383027
029l,20150925,above858.22,1612.68046921,1667.12588278,533.025459746
029l,20150925,above858.32,1551.50391856,1605.0060141,520.551475803
029l,20150925,above858.42,1489.78778223,1542.2753647,507.987905139
029l,20150925,above858.52,1428.04587407,1479.46572972,495.967892797
029l,20150925,above858.62,1367.27516117,1417.5669423,484.503351486
029l,20150925,above858.72,1306.3851489,1355.53659806,473.620739021
029l,20150925,above858.82,1246.34665662,1294.33365786,463.237760976
029l,20150925,above858.92,1188.045789,1234.86608432,453.074984184
029l,20150925,above859.02,1130.59480089,1176.27190704,442.588672834
029l,20150925,above859.12,1074.41075504,1118.98173678,431.755561468
029l,20150925,above859.22,1021.23110016,1064.69748791,420.940094724
029l,20150925,above859.32,969.750803067,1012.10685483,410.338521464
029l,20150925,above859.42,915.215081761,956.44971435,400.210295826
029l,20150925,above859.52,853.91937139,893.988199544,390.934607961
029l,20150925,above859.62,790.890559839,829.698711642,381.023794201
029l,20150925,above859.72,750.016961297,787.410194259,370.930325048
029l,20150925,above859.82,721.234904803,757.149181563,359.432017497
029l,20150925,above859.92,698.976272577,733.332812637,346.449218115
029l,20150925,above860.02,683.211168017,715.770327231,332.361010276
029l,20150925,above860.12,671.394175617,701.84650847,316.942099499
029l,20150925,above860.22,661.354683246,689.513985156,300.055970431
029l,20150925,above860.32,652.144133221,677.917023765,281.849485946
029l,20150925,above860.42,643.449434206,666.777290797,262.455288881
029l,20150925,above860.52,635.068320299,655.911773092,242.245245484
029l,20150925,above860.62,626.694764217,645.044447728,221.400863358
029l,20150925,above860.72,617.933204247,633.829898119,200.114615721
029l,20150925,above860.82,608.596133364,622.106206503,178.518942275
029l,20150925,above860.92,597.2449937,608.472123915,156.710289257
029l,20150925,above861.02,579.535921718,588.66603249,135.062086178
029l,20150925,above861.12,536.024826881,543.280346399,115.219706267
029l,20150925,above861.22,501.845745027,507.569361444,97.87274741
029l,20150925,above861.32,459.375226044,463.970342489,83.2333558325
029l,20150925,above861.42,438.121535583,441.930746243,69.8200916494
029l,20150925,above861.52,415.884658273,418.980925414,56.7422448477
029l,20150925,above861.62,388.511513467,391.055824771,43.3838229639
029l,20150925,above861.72,298.284888771,300.442329392,33.1258524945
029l,20150925,above861.82,229.031095894,230.708391669,28.791636887
029l,20150925,above861.92,187.456099107,188.743649662,27.4751835129
029l,20150925,above862.02,159.312685458,160.290385249,26.7500499548
029l,20150925,above862.12,139.419707438,140.195481473,25.6285239072
029l,20150925,above862.22,124.046917816,124.667155867,23.4266258081
029l,20150925,above862.32,107.493446978,107.972450732,19.7550278184
029l,20150925,above862.42,90.7769844571,91.1124482544,14.6436387962
029l,20150925,above862.52,66.2054600248,66.4094094686,8.85301391237
029l,20150925,above862.62,41.1632508487,41.2768667336,4.00070200486
029l,20150925,above862.72,18.787374978,18.837985385,1.05252679191
