Site,Date,Plane_Height,Area_2D,Area_3D,Volume
029l,20030922,8kto25k,1135.31221737,1162.33089583,297.775152667
029l,20030922,above858.22,1594.03856497,1626.33930711,341.91434937
029l,20030922,above858.32,1536.59833044,1567.70979671,330.997398776
029l,20030922,above858.42,1478.52168286,1508.37975973,319.633685599
029l,20030922,above858.52,1419.98118899,1448.52099304,308.366368563
029l,20030922,above858.62,1359.15863028,1386.35550448,297.639550508
029l,20030922,above858.72,1306.09425916,1331.92960069,286.870200748
029l,20030922,above858.82,1252.60689337,1277.11347396,275.786157743
029l,20030922,above858.92,1197.14417247,1220.38688656,264.339004326
029l,20030922,above859.02,1139.95023589,1161.99122887,252.440920948
029l,20030922,above859.12,1085.14909041,1106.00928397,240.253883584
029l,20030922,above859.22,1033.49693041,1053.21801725,227.883072053
029l,20030922,above859.32,983.996209361,1002.604772,215.585146574
029l,20030922,above859.42,935.849479439,953.360362197,203.353321519
029l,20030922,above859.52,888.911189448,905.315067688,191.12786298
029l,20030922,above859.62,843.464494207,858.735790283,176.363355469
029l,20030922,above859.72,799.821051186,813.95077859,160.541201075
029l,20030922,above859.82,758.447209792,771.43690477,144.210220352
029l,20030922,above859.92,719.945529402,731.795670731,127.647510227
029l,20030922,above860.02,684.68405962,695.410690329,111.670926917
029l,20030922,above860.12,649.862195059,659.495924542,96.4391726453
029l,20030922,above860.22,611.465947368,620.068843232,82.2660139165
029l,20030922,above860.32,566.796938383,574.441084188,70.0005987008
029l,20030922,above860.42,528.096639573,534.897751652,60.1940599778
029l,20030922,above860.52,498.822466113,504.914792322,52.1270048044
029l,20030922,above860.62,468.056597123,473.519657424,45.7001233771
029l,20030922,above860.72,436.67898846,441.552087469,41.2036883353
029l,20030922,above860.82,408.930682369,413.26627548,38.5627474022
029l,20030922,above860.92,391.21734834,395.086052817,37.0238044726
029l,20030922,above861.02,376.706411731,380.140772912,35.8149031235
029l,20030922,above861.12,362.077449657,365.123923899,34.726367193
029l,20030922,above861.22,346.902214343,349.597331239,33.752641993
029l,20030922,above861.32,331.277382132,333.633922692,32.824424962
029l,20030922,above861.42,314.390410048,316.429183625,31.8699396027
029l,20030922,above861.52,291.678901871,293.45120643,30.9112278237
029l,20030922,above861.62,264.744681594,266.293029832,29.9656458031
029l,20030922,above861.72,240.858379084,242.185920016,28.7829017382
029l,20030922,above861.82,220.857739221,221.955559738,27.3285601118
029l,20030922,above861.92,202.799889175,203.672503552,25.4637780959
029l,20030922,above862.02,183.73697211,184.404265712,22.6585018375
029l,20030922,above862.12,163.896667204,164.368745161,19.0212259245
029l,20030922,above862.22,138.159654076,138.473501894,14.7589306676
029l,20030922,above862.32,108.180002047,108.371407304,10.377902434
029l,20030922,above862.42,72.0484493405,72.1630256121,6.05594757433
029l,20030922,above862.52,40.4556347319,40.5269224966,2.725624777
029l,20030922,above862.62,12.5612969703,12.5902272255,0.678915978595
029l,20030922,above862.72,1.92398202944,1.92791951992,0.0409591925388
