Site,Date,Plane_Height,Area_2D,Area_3D,Volume
m006r,19950424,8kto25k,3448.50146924,3481.60474218,881.390284869
m006r,19950424,above927.67,3990.47243572,4045.25335286,1055.61498979
m006r,19950424,above927.77,3707.3496553,3761.03046482,980.321318345
m006r,19950424,above927.87,3387.76163999,3440.22356453,908.389363408
m006r,19950424,above927.97,3132.51406866,3183.6956763,829.851321134
m006r,19950424,above928.07,2816.7065473,2866.53747931,739.482905892
m006r,19950424,above928.17,2456.09646016,2504.16537152,645.496721462
m006r,19950424,above928.27,2123.58423362,2169.50207628,559.959414383
m006r,19950424,above928.37,1818.25635123,1861.79689101,492.039616433
m006r,19950424,above928.47,1564.29131983,1605.59011188,440.233666112
m006r,19950424,above928.57,1340.15267352,1379.43366775,398.866325382
m006r,19950424,above928.67,1179.66545488,1217.1394735,364.355290504
m006r,19950424,above928.77,1064.08213231,1099.73625517,332.959858245
m006r,19950424,above928.87,947.581116308,981.360534465,304.654817117
m006r,19950424,above928.97,855.177316708,886.983632503,279.272754159
m006r,19950424,above929.07,774.996813843,804.756607948,255.191869029
m006r,19950424,above929.17,705.80617727,733.457761603,232.015027415
m006r,19950424,above929.27,641.19734037,666.677207265,209.568731278
m006r,19950424,above929.37,580.914689674,604.14799369,188.134837989
m006r,19950424,above929.47,525.92773078,546.943671167,168.525650189
m006r,19950424,above929.57,476.339954449,495.163488759,150.784260565
m006r,19950424,above929.67,430.695078478,447.389489912,135.103102674
m006r,19950424,above929.77,389.572526564,404.165102767,121.119013464
m006r,19950424,above929.87,355.6864249,368.298158788,108.102843317
m006r,19950424,above929.97,321.059644485,331.811583609,95.6296922377
m006r,19950424,above930.07,287.59372154,296.551382295,83.7000383106
m006r,19950424,above930.17,253.934815635,261.234754416,72.5963649423
m006r,19950424,above930.27,214.970470222,220.876116133,63.4767958453
m006r,19950424,above930.37,190.661150268,195.470684481,56.2567942528
m006r,19950424,above930.47,168.300829164,172.264773452,50.1208515346
m006r,19950424,above930.57,151.144295291,154.399446925,45.0305619511
m006r,19950424,above930.67,141.727397593,144.34657218,40.0051730821
m006r,19950424,above930.77,131.633163235,133.670617003,34.7583017025
m006r,19950424,above930.87,120.378864611,121.909032272,29.2338316273
m006r,19950424,above930.97,107.854871392,108.94560359,23.4117941673
m006r,19950424,above931.07,92.458234265,93.1890828644,16.6922435796
m006r,19950424,above931.17,70.141575533,70.6042253695,9.52453404817
m006r,19950424,above931.27,43.0575944492,43.3174105325,3.82178173437
