Site,Date,Plane_Height,Area_2D,Area_3D,Volume
m006r,20041230,8kto25k,3671.01413476,3712.83220886,1444.99882069
m006r,20041230,above927.67,4139.36120293,4203.4166845,1576.50702532
m006r,20041230,above927.77,3988.2735876,4049.95681495,1480.68525337
m006r,20041230,above927.87,3840.58590866,3899.84967959,1371.55678813
m006r,20041230,above927.97,3686.97663501,3743.7435852,1242.01427776
m006r,20041230,above928.07,3519.91045573,3574.19244063,1089.78905544
m006r,20041230,above928.17,3350.59137071,3402.50434311,916.24157767
m006r,20041230,above928.27,3059.87148054,3109.35753537,736.825376256
m006r,20041230,above928.37,2658.9425404,2705.64905205,579.088551118
m006r,20041230,above928.47,2244.86320086,2288.7973276,450.700437684
m006r,20041230,above928.57,1766.38085598,1807.64364671,352.29266109
m006r,20041230,above928.67,1378.93420162,1417.83324249,287.638709484
m006r,20041230,above928.77,1079.99390362,1116.65779304,246.024914982
m006r,20041230,above928.87,905.454221749,939.901222392,219.687997625
m006r,20041230,above928.97,779.283161679,811.549036994,200.553739387
m006r,20041230,above929.07,697.396300151,727.476803813,184.174713294
m006r,20041230,above929.17,627.602215127,655.420679054,168.884427076
m006r,20041230,above929.27,566.476377581,592.070238453,154.110029528
m006r,20041230,above929.37,505.075445377,528.617530193,140.158099309
m006r,20041230,above929.47,453.702343202,475.402778629,127.995980538
m006r,20041230,above929.57,404.73444459,424.657891941,117.371077747
m006r,20041230,above929.67,359.31121611,377.440071936,108.849342079
m006r,20041230,above929.77,320.789795754,337.188666308,101.920433562
m006r,20041230,above929.87,291.708030111,306.38667359,95.5738288217
m006r,20041230,above929.97,266.199823801,279.154337381,89.0533380524
m006r,20041230,above930.07,241.545462578,252.852786408,82.1465065995
m006r,20041230,above930.17,218.181331588,227.929119108,75.2158504245
m006r,20041230,above930.27,196.570601101,204.886292135,68.7393637576
m006r,20041230,above930.37,175.758437244,182.893156373,63.0530207967
m006r,20041230,above930.47,156.903578293,163.052227732,58.3026240811
m006r,20041230,above930.57,140.814644594,146.120353677,54.1777421541
m006r,20041230,above930.67,124.491764783,129.091072732,50.5255981761
m006r,20041230,above930.77,110.875104159,114.892427241,47.2151527331
m006r,20041230,above930.87,100.187421221,103.715037764,43.772453061
m006r,20041230,above930.97,91.7729901013,94.8424767736,39.7804801891
m006r,20041230,above931.07,83.3122392595,85.9333943684,34.3475899647
m006r,20041230,above931.17,73.7172668654,75.9056263584,27.5215497606
m006r,20041230,above931.27,63.3316105409,65.0851887001,20.695855875
