Site,Date,Plane_Height,Area_2D,Area_3D,Volume
m006r,19980414,8kto25k,3862.63244254,3891.11340954,1204.4863409
m006r,19980414,above927.67,4289.33641455,4338.46298745,1311.18072628
m006r,19980414,above927.77,4090.2245176,4137.5337411,1192.83584865
m006r,19980414,above927.87,3885.20914386,3930.74057179,1066.71996452
m006r,19980414,above927.97,3667.09481732,3710.80718134,926.283957338
m006r,19980414,above928.07,3393.5674296,3435.36091417,771.385565233
m006r,19980414,above928.17,3055.01298922,3094.85566103,607.90379646
m006r,19980414,above928.27,2509.08581647,2546.7151229,462.858410862
m006r,19980414,above928.37,2073.25755947,2108.7066496,353.732727121
m006r,19980414,above928.47,1469.5575247,1503.05886067,283.696830784
m006r,19980414,above928.57,1133.00373925,1164.86692251,247.077359414
m006r,19980414,above928.67,977.270486241,1007.79416314,223.761612542
m006r,19980414,above928.77,863.5865545,892.727718804,203.364100173
m006r,19980414,above928.87,776.681710117,804.376906608,184.510611549
m006r,19980414,above928.97,700.614618394,726.923009925,166.718112904
m006r,19980414,above929.07,631.746046946,656.767997763,150.1717631
m006r,19980414,above929.17,571.9058783,595.825856888,135.325771643
m006r,19980414,above929.27,503.484549533,526.305825236,122.709766791
m006r,19980414,above929.37,455.310389866,476.923193694,112.830503669
m006r,19980414,above929.47,414.782819692,434.976941146,104.221290357
m006r,19980414,above929.57,378.996130945,397.598855235,96.5861069437
m006r,19980414,above929.67,347.595923482,364.454730336,89.6323269626
m006r,19980414,above929.77,320.717698061,335.747888279,82.9624784676
m006r,19980414,above929.87,295.344711493,308.508637163,76.2588803147
m006r,19980414,above929.97,271.557589501,282.886095157,69.234825035
m006r,19980414,above930.07,248.220043118,257.798118467,61.7153577879
m006r,19980414,above930.17,223.719090125,231.694483075,54.0993532471
m006r,19980414,above930.27,197.257411849,203.884663805,47.2727965851
m006r,19980414,above930.37,174.97938856,180.472022087,41.6429625051
m006r,19980414,above930.47,158.926657244,163.415627513,36.7581696102
m006r,19980414,above930.57,142.942910474,146.568280232,32.4285854185
m006r,19980414,above930.67,127.197136249,130.080421432,28.5242040119
m006r,19980414,above930.77,110.065587173,112.353653875,25.1276640528
m006r,19980414,above930.87,98.1429874576,99.9162307728,21.8491428353
m006r,19980414,above930.97,87.7376549898,89.0403827823,18.143800727
m006r,19980414,above931.07,73.4659811485,74.3746313839,13.3794754821
m006r,19980414,above931.17,54.6609653504,55.2309208361,7.95397952787
m006r,19980414,above931.27,33.6814108858,33.9594263902,3.60744656978
