Site,Date,Plane_Height,Area_2D,Area_3D,Volume
m006r,20030122,8kto25k,3756.57212227,3794.35900112,1315.83159778
m006r,20030122,above927.67,4213.54484169,4273.58839182,1439.18412411
m006r,20030122,above927.77,3995.16961994,4053.41171625,1338.73408361
m006r,20030122,above927.87,3807.78436636,3864.0555914,1230.69520245
m006r,20030122,above927.97,3650.63282751,3704.74275802,1104.27107357
m006r,20030122,above928.07,3494.82583547,3546.66883325,954.370780698
m006r,20030122,above928.17,3322.46265614,3371.96469853,782.410079144
m006r,20030122,above928.27,3000.06244185,3046.92255144,607.271231714
m006r,20030122,above928.37,2500.63937754,2544.87611954,458.985194455
m006r,20030122,above928.47,1951.65800414,1993.55790391,351.30764784
m006r,20030122,above928.57,1370.69790229,1410.1917234,289.830691646
m006r,20030122,above928.67,1109.24182559,1146.4402896,257.720468122
m006r,20030122,above928.77,972.182766152,1007.36680053,234.555391412
m006r,20030122,above928.87,877.598192505,910.868801788,213.739797119
m006r,20030122,above928.97,791.644189225,823.010192582,194.357550973
m006r,20030122,above929.07,709.123580598,738.525390808,175.998756649
m006r,20030122,above929.17,630.383452006,657.809031239,159.299715781
m006r,20030122,above929.27,558.724642379,584.188838882,144.293733261
m006r,20030122,above929.37,495.282636923,518.852534018,131.286188879
m006r,20030122,above929.47,441.221146155,462.926347479,120.19781871
m006r,20030122,above929.57,393.295390858,413.171060144,110.870675103
m006r,20030122,above929.67,349.553216936,367.611678639,103.364174999
m006r,20030122,above929.77,315.194614111,331.466080813,97.2271428285
m006r,20030122,above929.87,287.004935824,301.527820647,91.3870167184
m006r,20030122,above929.97,261.690710365,274.490148218,85.3237358743
m006r,20030122,above930.07,236.789461769,247.956005758,78.8766881654
m006r,20030122,above930.17,214.302187397,223.921187703,72.354679689
m006r,20030122,above930.27,192.686390998,200.911311514,66.2786549823
m006r,20030122,above930.37,172.761211421,179.833161881,60.9400027703
m006r,20030122,above930.47,155.179891076,161.280985799,56.4050407846
m006r,20030122,above930.57,139.434168851,144.69140395,52.4443536099
m006r,20030122,above930.67,123.20076097,127.751170913,48.933122968
m006r,20030122,above930.77,109.956664679,113.928921968,45.7209053612
m006r,20030122,above930.87,99.4717538595,102.966103831,42.3690339321
m006r,20030122,above930.97,90.9314447151,93.9717823665,38.4536619779
m006r,20030122,above931.07,82.3368591234,84.9296700085,33.1126302763
m006r,20030122,above931.17,72.7733051289,74.9269067686,26.3813836714
m006r,20030122,above931.27,61.1969932771,62.905806572,19.6659419341
