Site,Date,Plane_Height,Area_2D,Area_3D,Volume,Errors
183r,10/31/1992,minto8K(461.92),12408.57094,12547.99799,5203.429588,3102.142734
183r,4/12/1993,minto8K(461.82),11261.98113,11414.86904,4786.494094,2027.156603
183r,10/23/1993,minto8K(462.52),12188.07854,12307.30579,5264.408298,2193.854138
183r,4/21/1994,minto8K(462.02),12401.92358,12539.31983,5051.000786,2232.346245
183r,2/29/1996,minto8K(462.52),12375.77919,12527.27354,4592.356464,2227.640254
183r,5/1/1996,minto8K(462.32),12408.57114,12565.29521,8180.455628,2233.542806
183r,9/26/1996,minto8K(462.32),12408.57114,12566.5383,4481.705064,2233.542806
183r,2/25/1997,minto8K(461.12),12408.57114,12574.36692,898.7777707,2233.542806
183r,5/5/1997,minto8K(462.02),12408.57114,12556.29913,6993.740033,2233.542806
183r,9/5/1997,minto8K(461.92),12408.57114,12568.79098,7691.003348,2233.542806
183r,4/24/1998,minto8K(462.32),12408.57114,12573.87028,7683.870003,2233.542806
183r,5/20/1999,minto8K(461.62),12408.57114,12554.96631,3975.709261,2233.542806
183r,4/2/2000,minto8K(461.62),12030.90772,12172.01669,3640.513154,2165.56339
183r,4/11/2008,minto8K(461.32),12089.82721,12276.09302,3330.168838,1329.880993
