Site,Date,Plane_Height,Area_2D,Area_3D,Volume
070r,20130928,8kto25k,1234.48460454,1244.30917705,667.5410341
070r,20130928,above780.8,2226.14672185,2257.15574492,1215.64658602
070r,20130928,above780.9,2042.73891392,2073.19746573,1176.86162071
070r,20130928,above781.0,1938.66997428,1968.48715893,1133.79136266
070r,20130928,above781.1,1852.78541948,1881.95349772,1087.23351093
070r,20130928,above781.2,1779.34857,1807.86276687,1038.25942099
070r,20130928,above781.3,1724.91573255,1752.71263847,989.114388207
070r,20130928,above781.4,1671.21800625,1698.30874383,939.2050574
070r,20130928,above781.5,1593.94116658,1620.41085422,890.768950567
070r,20130928,above781.6,1529.44147364,1555.27642442,845.059519756
070r,20130928,above781.7,1482.74799991,1507.79969253,799.248055178
070r,20130928,above781.8,1439.17635924,1463.39720842,751.697617006
070r,20130928,above781.9,1375.31602447,1398.8360992,704.505131899
070r,20130928,above782.0,1256.78728664,1279.8668527,662.683825342
070r,20130928,above782.1,1165.78091091,1188.41466949,627.405031557
070r,20130928,above782.2,1097.20364986,1119.29396278,595.21694203
070r,20130928,above782.3,1031.49033316,1053.01623445,565.095977229
070r,20130928,above782.4,964.550789405,985.509979491,537.259502412
070r,20130928,above782.5,898.133220056,918.521637199,511.642109163
070r,20130928,above782.6,834.396478108,854.17582483,487.467098528
070r,20130928,above782.7,770.007217198,789.13308342,464.252303936
070r,20130928,above782.8,712.719173207,731.146537196,440.575682706
070r,20130928,above782.9,658.751764279,676.443793068,415.856071788
070r,20130928,above783.0,609.290087585,626.220350235,389.023400918
070r,20130928,above783.1,559.390418385,575.539648128,360.690673051
070r,20130928,above783.2,507.116589453,522.397266512,332.453685887
070r,20130928,above783.3,453.782861081,468.024965479,305.195553904
070r,20130928,above783.4,404.305570066,417.460035607,279.124885906
070r,20130928,above783.5,357.798076018,369.842764033,254.526594547
070r,20130928,above783.6,309.796408175,320.794655013,231.687342906
070r,20130928,above783.7,277.004869714,287.064862874,210.611768693
070r,20130928,above783.8,254.879327721,264.052477295,190.109155346
070r,20130928,above783.9,235.823292325,244.087360906,169.967825471
070r,20130928,above784.0,219.550550557,226.922912873,150.141261199
070r,20130928,above784.1,204.15152397,210.663464411,130.845078183
070r,20130928,above784.2,188.682298306,194.39774808,112.444039669
070r,20130928,above784.3,173.243182296,178.229142778,95.088164417
070r,20130928,above784.4,157.925551229,162.221943346,78.9122988412
070r,20130928,above784.5,141.571320001,145.229796027,64.0691450633
070r,20130928,above784.6,123.884037346,126.968266622,50.8155026783
