Site,Date,Plane_Height,Area_2D,Area_3D,Volume
063l,20041209,8kto25k,1673.99355498,1719.87832694,1185.46124841
063l,20041209,above799.64,1984.76886158,2037.65128483,1242.45776307
063l,20041209,above799.74,1917.06162583,1968.46098728,1175.6648885
063l,20041209,above799.84,1849.57244442,1899.53005595,1110.75676926
063l,20041209,above799.94,1781.090816,1829.62892768,1047.37920867
063l,20041209,above800.04,1712.68860577,1759.7654771,986.047317945
063l,20041209,above800.14,1644.64280723,1690.17205303,926.383546848
063l,20041209,above800.24,1584.77754789,1628.37934023,867.251220168
063l,20041209,above800.34,1540.24366585,1581.28895435,807.251832516
063l,20041209,above800.44,1504.19829364,1542.3635563,745.702585777
063l,20041209,above800.54,1472.34779779,1507.42815537,682.368836661
063l,20041209,above800.64,1440.8776975,1472.8298534,616.888311073
063l,20041209,above800.74,1408.18213898,1437.04996087,549.202993727
063l,20041209,above800.84,1344.1445319,1370.31815863,480.402922744
063l,20041209,above800.94,1250.45323193,1274.38020965,415.052243023
063l,20041209,above801.04,1157.22329271,1179.11097532,353.82744193
063l,20041209,above801.14,1048.0513413,1068.059498,298.024409847
063l,20041209,above801.24,926.30061672,944.557831296,250.357794335
063l,20041209,above801.34,825.711326241,842.253920711,209.738861494
063l,20041209,above801.44,734.650081408,749.568642259,174.884836668
063l,20041209,above801.54,653.872646491,667.24445244,144.859593796
063l,20041209,above801.64,574.751767423,586.663309447,119.121465597
063l,20041209,above801.74,496.331405831,506.833130127,98.043732341
063l,20041209,above801.84,424.488975601,433.714350849,81.5497160763
063l,20041209,above801.94,364.715401905,372.818012655,68.5788978973
063l,20041209,above802.04,315.315054802,322.411661148,57.9550549546
063l,20041209,above802.14,274.009387437,280.12796752,48.9823477041
063l,20041209,above802.24,240.209805813,245.400036148,40.9833362819
063l,20041209,above802.34,210.304383356,214.61948132,33.5672241751
063l,20041209,above802.44,184.411609388,187.989285459,26.6996401893
063l,20041209,above802.54,158.188399416,161.14691185,20.6138930311
063l,20041209,above802.64,132.272334657,134.659005509,15.4339675262
063l,20041209,above802.74,109.608347465,111.513790836,11.2657969031
063l,20041209,above802.84,91.0070012839,92.5031243312,7.8962409618
063l,20041209,above802.94,73.6332126155,74.7511696118,5.1621878678
063l,20041209,above803.04,57.6674599808,58.4516426972,3.02063959171
063l,20041209,above803.14,41.3668022646,41.8727518675,1.46622699606
063l,20041209,above803.24,24.9569077637,25.2414116076,0.539243333214
063l,20041209,above803.34,12.190497947,12.3131590598,0.163428421074
063l,20041209,above803.44,2.35503696421,2.38103606587,0.0186938627021
063l,20041209,above803.54,0.0,0.0,0.0
