Site,Date,Plane_Height,Area_2D,Area_3D,Volume
063l,20000915,8kto25k,1305.63213368,1362.39425203,468.758438217
063l,20000915,above799.64,1590.96436818,1671.77865935,564.412116018
063l,20000915,above799.74,1531.82238114,1610.15583775,536.15534641
063l,20000915,above799.84,1446.55562342,1522.48560862,510.840632901
063l,20000915,above799.94,1361.98368752,1435.36358397,488.773984146
063l,20000915,above800.04,1311.16265615,1381.90418365,468.558583409
063l,20000915,above800.14,1264.44734817,1332.49637695,448.036584995
063l,20000915,above800.24,1220.51253555,1285.84225751,426.027561845
063l,20000915,above800.34,1175.2804422,1237.93395994,402.41565516
063l,20000915,above800.44,1129.24530503,1189.29820198,377.838870234
063l,20000915,above800.54,1082.30862735,1139.85734069,352.755684359
063l,20000915,above800.64,1033.52395316,1088.68628295,327.171271074
063l,20000915,above800.74,984.579870397,1037.40958253,301.079857404
063l,20000915,above800.84,933.434724602,983.976573683,274.522019897
063l,20000915,above800.94,880.580978423,928.871095726,248.007100639
063l,20000915,above801.04,818.731900548,864.820120346,222.174399645
063l,20000915,above801.14,726.953939487,770.915021848,199.598317109
063l,20000915,above801.24,655.654742195,697.479451924,181.502524307
063l,20000915,above801.34,599.880656249,639.501487763,165.660658507
063l,20000915,above801.44,545.999226121,583.390191853,151.509548967
063l,20000915,above801.54,491.346441454,526.500566741,138.937242548
063l,20000915,above801.64,441.21619895,474.118093606,128.136769765
063l,20000915,above801.74,396.601272996,427.275123827,118.738426426
063l,20000915,above801.84,355.442319521,383.940666372,110.669249471
063l,20000915,above801.94,319.39879507,345.79528491,103.389975451
063l,20000915,above802.04,288.334031908,312.597934915,96.3500205097
063l,20000915,above802.14,258.574120853,280.772112112,89.4313391372
063l,20000915,above802.24,229.949059532,250.194220507,82.6801046357
063l,20000915,above802.34,202.897312751,221.292747506,76.1357719615
063l,20000915,above802.44,179.210836803,195.893231715,69.9260545347
063l,20000915,above802.54,157.718568255,172.815787398,64.1281966076
063l,20000915,above802.64,139.041423363,152.667032703,58.6640294796
063l,20000915,above802.74,122.029025187,134.247738624,53.4932365098
063l,20000915,above802.84,106.732134334,117.630929194,48.7098169671
063l,20000915,above802.94,93.6018627746,103.296736029,44.2023121974
063l,20000915,above803.04,81.6118129724,90.196559233,39.8697911765
063l,20000915,above803.14,71.1911523758,78.7802176495,35.6556189006
063l,20000915,above803.24,62.4504920652,69.1352685339,31.3645516975
063l,20000915,above803.34,54.5970584873,60.4492318644,26.9653750799
063l,20000915,above803.44,47.9368172151,53.0075899887,22.3933334473
063l,20000915,above803.54,42.0912010261,46.4203938465,17.9294563825
