Site,Date,Plane_Height,Area_2D,Area_3D,Volume
063l,20000824,8kto25k,1116.08062274,1195.3167471,403.724473185
063l,20000824,above799.64,1458.84486921,1577.47308092,563.172022406
063l,20000824,above799.74,1415.85073584,1531.54193805,545.397690365
063l,20000824,above799.84,1361.70278199,1474.3686279,528.150201012
063l,20000824,above799.94,1309.38305425,1418.84831988,512.392397856
063l,20000824,above800.04,1267.65491836,1373.680371,496.896992439
063l,20000824,above800.14,1229.12344928,1331.58294337,480.271478394
063l,20000824,above800.24,1189.95461944,1288.83376888,461.553550328
063l,20000824,above800.34,1149.71250063,1245.03600114,440.73793727
063l,20000824,above800.44,1103.77852073,1195.66699053,418.672666504
063l,20000824,above800.54,1054.23402821,1142.73798481,396.242535448
063l,20000824,above800.64,995.447339195,1080.67384332,373.85584047
063l,20000824,above800.74,910.654726582,992.756694866,353.044774174
063l,20000824,above800.84,829.646903181,908.659000168,335.606121838
063l,20000824,above800.94,772.297230009,848.073974838,319.871816446
063l,20000824,above801.04,726.156992702,798.572437961,304.243131124
063l,20000824,above801.14,683.679290652,752.625901583,288.575757591
063l,20000824,above801.24,643.795049069,709.265875193,272.953658839
063l,20000824,above801.34,604.446694213,666.522806138,257.442740924
063l,20000824,above801.44,564.452869379,623.280283544,242.132145823
063l,20000824,above801.54,521.764393175,577.376989486,227.129959184
063l,20000824,above801.64,479.964829129,532.404084228,212.802729668
063l,20000824,above801.74,442.462035875,491.733544102,199.192971117
063l,20000824,above801.84,409.190494858,455.29171364,186.100821802
063l,20000824,above801.94,374.568452693,417.478364301,173.371140393
063l,20000824,above802.04,345.505150492,385.216152428,160.716899019
063l,20000824,above802.14,318.77771533,355.335373533,147.938898228
063l,20000824,above802.24,292.305368479,325.771285131,135.034654587
063l,20000824,above802.34,266.976043915,297.330626341,122.181761787
063l,20000824,above802.44,242.426480329,269.82798636,109.58839612
063l,20000824,above802.54,217.080555361,241.701856742,97.6177507442
063l,20000824,above802.64,189.722579605,211.770756811,86.636054156
063l,20000824,above802.74,163.653898051,183.359710505,76.8240887608
063l,20000824,above802.84,144.04621005,161.585817527,68.1318091671
063l,20000824,above802.94,126.907674453,142.452987944,60.0775831753
063l,20000824,above803.04,111.317943991,125.022801378,52.6103954311
063l,20000824,above803.14,97.6639245829,109.691559961,45.5716205761
063l,20000824,above803.24,84.4978943894,94.9539387615,38.8453494126
063l,20000824,above803.34,70.5460900851,79.5398814883,32.5335384869
063l,20000824,above803.44,57.0417399962,64.7364618544,26.6985701858
063l,20000824,above803.54,48.1649079125,54.8152722775,21.5223658554
