Site,Date,Plane_Height,Area_2D,Area_3D,Volume
041r,20130924,8kto25k,7721.52805732,7840.91905015,9208.49439949
041r,20130924,above840.93,10623.9161662,10850.6021663,11401.56412
041r,20130924,above841.03,10306.3345298,10529.8697426,10909.2787812
041r,20130924,above841.13,9958.0973861,10177.6059803,10399.028371
041r,20130924,above841.23,9480.35452203,9695.73127335,9883.04874578
041r,20130924,above841.33,8739.09671925,8950.61133136,9381.0618921
041r,20130924,above841.43,7628.38740469,7836.62704716,8938.02077187
041r,20130924,above841.53,6647.04123161,6852.50200142,8548.67235644
041r,20130924,above841.63,6070.50313678,6273.08541235,8202.93856674
041r,20130924,above841.73,5781.81491025,5981.23173469,7845.51890263
041r,20130924,above841.83,5559.74604182,5755.47870029,7469.48144195
041r,20130924,above841.93,5417.41837218,5609.09750201,7072.10330304
041r,20130924,above842.03,5275.66817891,5462.93068537,6668.15636653
041r,20130924,above842.13,5127.32500531,5309.88764173,6265.61087651
041r,20130924,above842.23,4965.31625188,5142.70741175,5867.51932754
041r,20130924,above842.33,4802.70463716,4974.47826977,5477.43104482
041r,20130924,above842.43,4664.44586293,4830.28853056,5095.27107631
041r,20130924,above842.53,4526.47875619,4686.21017022,4720.09350151
041r,20130924,above842.63,4382.65762948,4536.05032049,4352.04384872
041r,20130924,above842.73,4217.09204153,4364.08345383,3992.37633486
041r,20130924,above842.83,4059.87678238,4200.35511907,3641.75541762
041r,20130924,above842.93,3905.19653631,4038.95906368,3299.40789804
041r,20130924,above843.03,3722.54100701,3849.33902815,2965.73610148
041r,20130924,above843.13,3406.79282444,3526.01907657,2650.13029043
041r,20130924,above843.23,3088.71564052,3200.41331186,2357.89533211
041r,20130924,above843.33,2767.90418719,2872.24964152,2088.21246612
041r,20130924,above843.43,2491.76446245,2588.66423105,1842.21007597
041r,20130924,above843.53,2260.25647646,2349.7141167,1616.15175077
041r,20130924,above843.63,2042.84186963,2124.94097209,1408.99972717
041r,20130924,above843.73,1851.12527697,1926.07288187,1219.15186138
041r,20130924,above843.83,1636.31560846,1704.45772983,1047.48442786
041r,20130924,above843.93,1430.63553346,1492.37638573,896.153924881
041r,20130924,above844.03,1210.44077958,1266.16913568,765.935063936
041r,20130924,above844.13,1056.70002651,1107.02847238,654.4065955
041r,20130924,above844.23,953.971422535,999.51475241,554.419364026
041r,20130924,above844.33,828.299978006,869.276088084,464.988879575
041r,20130924,above844.43,711.397538147,748.164547305,388.207257343
041r,20130924,above844.53,609.080203918,641.967418071,322.293081637
