Site,Date,Plane_Height,Area_2D,Area_3D,Volume
041r,20080331,8kto25k,6313.47258112,6383.98678963,12188.5861739
041r,20080331,above840.93,9756.40285564,9864.0123333,13978.5905354
041r,20080331,above841.03,9593.16040377,9697.98865753,13565.7111847
041r,20080331,above841.13,9431.58929476,9533.66468104,13117.8901286
041r,20080331,above841.23,9267.94931311,9367.29959276,12639.9638339
041r,20080331,above841.33,9102.57234882,9199.16843405,12133.4236018
041r,20080331,above841.43,8935.22549112,9028.9990915,11601.0282653
041r,20080331,above841.53,8745.55089514,8836.45469355,11042.0694488
041r,20080331,above841.63,8517.45694935,8605.58292991,10463.3687933
041r,20080331,above841.73,8268.03564728,8353.4241801,9857.651554
041r,20080331,above841.83,8005.01835011,8087.58995052,9234.1565122
041r,20080331,above841.93,7720.0867305,7799.80153311,8599.02124661
041r,20080331,above842.03,7426.21111162,7502.9911564,7972.67147974
041r,20080331,above842.13,7130.94817456,7204.90099224,7362.30239471
041r,20080331,above842.23,6870.59827628,6941.77085324,6769.09258649
041r,20080331,above842.33,6613.49361676,6681.7463545,6193.07649086
041r,20080331,above842.43,6365.08871327,6430.27908002,5635.34506272
041r,20080331,above842.53,6112.62875535,6174.77546616,5095.72885558
041r,20080331,above842.63,5870.12392483,5929.29177687,4574.32673401
041r,20080331,above842.73,5588.06345377,5644.26048121,4071.10079091
041r,20080331,above842.83,5266.44190744,5319.55328998,3590.25863474
041r,20080331,above842.93,4848.18347307,4897.9007493,3140.27943193
041r,20080331,above843.03,4439.408521,4485.6009185,2725.07021878
041r,20080331,above843.13,4056.43006406,4099.21800011,2341.51651889
041r,20080331,above843.23,3661.55153176,3700.84924993,1988.33677689
041r,20080331,above843.33,3290.00779808,3325.56186976,1663.83894087
041r,20080331,above843.43,2941.20665444,2972.65587112,1369.45534582
041r,20080331,above843.53,2615.08984343,2642.35047153,1103.01189019
041r,20080331,above843.63,2191.04347694,2214.44496722,868.629575973
041r,20080331,above843.73,1778.25211123,1798.05221468,674.831998861
041r,20080331,above843.83,1511.94375416,1528.18404818,513.561381242
041r,20080331,above843.93,1254.61229067,1267.40814507,377.191969241
041r,20080331,above844.03,1007.16233213,1016.81123602,265.974566005
041r,20080331,above844.13,785.188772636,792.194533419,177.193887919
041r,20080331,above844.23,551.603753479,556.502275452,110.73334773
041r,20080331,above844.33,368.35474922,371.543005613,65.4592886994
041r,20080331,above844.43,236.729383429,238.621324575,35.7965567873
041r,20080331,above844.53,147.842776811,148.842361947,16.8416700383
