Site,Date,Plane_Height,Area_2D,Area_3D,Volume
041r,20030428,8kto25k,5909.56507134,5969.39700995,2057.76036341
041r,20030428,above840.93,6225.70055813,6296.87673363,2089.64215314
041r,20030428,above841.03,5998.83037694,6067.4856353,1953.46680045
041r,20030428,above841.13,5761.07041899,5827.03092575,1806.23756731
041r,20030428,above841.23,5515.9377019,5579.15882411,1656.09252106
041r,20030428,above841.33,5254.72178782,5315.25575656,1501.52458617
041r,20030428,above841.43,4966.85801152,5024.73444788,1343.98151936
041r,20030428,above841.53,4651.89599412,4707.11807784,1181.28476917
041r,20030428,above841.63,4324.43649842,4376.96411882,1014.03141254
041r,20030428,above841.73,3964.82941207,4014.66334613,831.701342838
041r,20030428,above841.83,3494.99281109,3542.13342336,646.795542821
041r,20030428,above841.93,2903.11817979,2947.74714151,479.238877543
041r,20030428,above842.03,2412.69042414,2454.99401616,344.022446212
041r,20030428,above842.13,1950.76913856,1990.9213278,243.91540469
041r,20030428,above842.23,1508.26390563,1546.17367566,178.533429237
041r,20030428,above842.33,1172.82069105,1208.48272793,143.019467139
041r,20030428,above842.43,1030.84969169,1064.38928332,124.482417209
041r,20030428,above842.53,935.94972759,967.364775321,110.245024069
041r,20030428,above842.63,849.875016079,879.000599539,98.1929244503
041r,20030428,above842.73,770.73417171,797.390968015,87.3266330089
041r,20030428,above842.83,695.999953811,720.036745654,76.9050098644
041r,20030428,above842.93,621.735542895,643.082872414,66.536831656
041r,20030428,above843.03,542.130413657,560.767495506,56.7774859129
041r,20030428,above843.13,467.366258413,483.233651549,47.3318296107
041r,20030428,above843.23,369.615629583,382.64864088,37.6822754471
041r,20030428,above843.33,282.429626307,292.6842406,28.2337517071
041r,20030428,above843.43,205.571429484,213.296460157,20.2534747528
041r,20030428,above843.53,144.431305488,150.10123593,13.912779525
041r,20030428,above843.63,94.1243923291,98.3022970844,9.40264692619
041r,20030428,above843.73,58.0657462755,61.0088324145,6.35524678378
041r,20030428,above843.83,37.9336932603,40.0328875362,4.33983595833
041r,20030428,above843.93,27.9218175091,29.5213001782,2.92160306167
041r,20030428,above844.03,19.471867836,20.6247521304,1.79886723553
041r,20030428,above844.13,12.4880172431,13.2283352563,0.927793295429
041r,20030428,above844.23,6.71024412944,7.13753832413,0.324978093846
041r,20030428,above844.33,2.0339503738,2.19083833979,0.0465489067849
041r,20030428,above844.43,0.211760134282,0.238906211546,0.00288291863255
041r,20030428,above844.53,0.0,0.0,0.0
