Site,Date,Plane_Height,Area_2D,Area_3D,Volume,Errors
050r,4/11/1994,minto8K(821.5),10484.19,10673.91,1586.955,1887.154
050r,11/23/1994,minto8K(821.7),10460.3,10665.03,6069.021,1882.855
050r,4/28/1995,minto8K(821.7),10484.19,10701.02,5362.855,1887.154
050r,2/19/1996,minto8K(822.0),10484.19,10675.01,6924.731,1887.154
050r,4/19/1996,minto8K(821.5),10484.19,10682.28,6710.47,1887.154
050r,9/17/1996,minto8K(821.5),10484.19,10671.72,4644.551,1887.154
050r,2/17/1997,minto8K(821.2),10484.19,10651.27,999.4909,1887.154
050r,4/24/1997,minto8K(822.0),10484.14,10644.63,5715.634,1887.146
050r,8/27/1997,minto8K(822.2),10484.19,10655.79,7161.508,1887.154
050r,4/18/1998,minto8K(822.0),10484.18,10669.05,12791.03,1887.153
050r,5/9/1999,minto8K(821.8),10484.19,10701.85,6132.095,1887.154
050r,3/25/2000,minto8K(821.7),10484.19,10652.8,4793.056,1887.154
050r,8/24/2000,minto8K(821.8),10442.64,10628.62,6218.957,1879.676
050r,9/13/2000,minto8K(822.0),10484.09,10680.87,10062.84,1887.137
