Site,Date,Plane_Height,Area_2D,Area_3D,Volume,Errors
068r,10/22/1992,minto8K(775.62),16516.50155,16977.62714,14838.66159,4129.125387
068r,10/13/1993,minto8K(776.42),17221.45089,17579.87723,33763.13674,3099.86116
068r,4/14/1994,minto8K(776.82),17221.45157,17553.32086,41664.15819,3099.861283
068r,11/25/1994,minto8K(776.82),16148.5494,16537.30699,37140.55922,2906.738892
068r,2/21/1996,minto8K(776.22),17221.43973,17659.98894,25935.45851,3099.859151
068r,4/23/1996,minto8K(775.52),17221.43784,17794.93964,15090.20116,3099.858812
068r,9/19/1996,minto8K(774.82),17221.44626,17845.52753,10681.39098,3099.860326
068r,2/18/1997,minto8K(775.22),17211.20459,17730.30104,8403.496766,3098.016827
068r,4/28/1997,minto8K(775.02),17221.43861,17762.4263,15390.46346,3099.85895
068r,8/30/1997,minto8K(775.22),17221.44173,17769.06669,15872.42438,3099.859511
068r,4/21/1998,minto8K(775.32),17221.44173,17797.61521,16282.66484,3099.859511
068r,5/11/1999,minto8K(774.92),17221.44405,17807.49073,14523.09198,3099.859928
068r,3/25/2000,minto8K(774.52),17219.65427,17778.3401,12376.91131,3099.537768
068r,8/27/2000,minto8K(775.22),16734.0226,17248.80943,15215.07743,3012.124069
068r,9/16/2000,minto8K(774.82),17177.70126,17728.69458,11916.3064,3091.986227
068r,2/10/2008,minto8K(775.92),17221.4366,17866.73298,20259.04595,1894.358027
068r,4/5/2008,minto8K(775.92),17221.43511,17863.03798,25772.18565,1894.357862
