Site,SurveyDate,Plane_Height,Area_2D,Area_3D,Volume,Errors,SitePart,Processed_File,TripDate,SiteRange,Segment,MaxVol,Max_Area,Time_Series
044l_s,2000-09-13,eddyabove25k,1889.986594,1936.349939,673.8904901,75.59946377,Eddy,044L_S_High.csv,2000-09-09,long,2_LMC,1824.1232139,7162.0,na
044l_s,2001-10-08,eddyabove25k,1839.950774,1882.99936,750.6842224,73.59803095,Eddy,044L_S_High.csv,2001-10-05,long,2_LMC,1824.1232139,7162.0,long
044l_s,2002-05-04,eddyabove25k,1763.380148,1819.247174,832.567679,70.53520592,Eddy,044L_S_High.csv,2002-04-27,long,2_LMC,1824.1232139,7162.0,na
044l_s,2002-09-24,eddyabove25k,1731.654034,1780.788384,768.0489375,69.26616137,Eddy,044L_S_High.csv,2002-09-20,long,2_LMC,1824.1232139,7162.0,short
044l_s,2003-04-29,eddyabove25k,1726.761146,1777.036393,770.2803395,69.07044585,Eddy,044L_S_High.csv,2003-04-25,long,2_LMC,1824.1232139,7162.0,short
044l_s,2003-09-23,eddyabove25k,1686.05245,1737.135034,713.2358774,67.44209801,Eddy,044L_S_High.csv,2003-09-20,long,2_LMC,1824.1232139,7162.0,short
044l_s,2004-06-03,eddyabove25k,1687.063319,1738.175409,714.4057497,67.48253277,Eddy,044L_S_High.csv,2004-06-01,long,2_LMC,1824.1232139,7162.0,na
044l_s,2004-11-17,eddyabove25k,1684.861384,1737.125425,730.251979,67.39445535,Eddy,044L_S_High.csv,2004-11-13,long,2_LMC,1824.1232139,7162.0,na
044l_s,2004-12-07,eddyabove25k,1905.569123,1952.720511,882.4573469,76.22276491,Eddy,044L_S_High.csv,2004-12-02,long,2_LMC,1824.1232139,7162.0,na
044l_s,2005-05-10,eddyabove25k,1785.731173,1842.330532,846.8355075,71.42924692,Eddy,044L_S_High.csv,2005-05-07,long,2_LMC,1824.1232139,7162.0,na
044l_s,2006-10-10,eddyabove25k,1731.473073,1788.603549,868.7747602,69.25892291,Eddy,044L_S_High.csv,2006-10-07,long,2_LMC,1824.1232139,7162.0,short
044l_s,2007-10-16,eddyabove25k,1711.14659,1772.260218,868.453856,68.44586362,Eddy,044L_S_High.csv,2007-10-13,long,2_LMC,1824.1232139,7162.0,short
044l_s,2008-02-06,eddyabove25k,1717.073429,1777.717066,869.428228,68.68293717,Eddy,044L_S_High.csv,2008-02-02,long,2_LMC,1824.1232139,7162.0,short
044l_s,2008-03-31,eddyabove25k,2170.071852,2221.581361,1106.336915,86.80287406,Eddy,044L_S_High.csv,2008-03-28,long,2_LMC,1824.1232139,7162.0,short
044l_s,2008-10-14,eddyabove25k,1940.778211,1999.414776,954.8051683,77.63112844,Eddy,044L_S_High.csv,2008-10-10,long,2_LMC,1824.1232139,7162.0,short
044l_s,2009-10-13,eddyabove25k,1886.084051,1949.683026,1081.179428,75.44336204,Eddy,044L_S_High.csv,2009-10-10,long,2_LMC,1824.1232139,7162.0,short
044l_s,2011-10-08,eddyabove25k,1686.608017,1759.650411,1025.010311,67.46432066,Eddy,044L_S_High.csv,2011-10-05,long,2_LMC,1824.1232139,7162.0,short
044l_s,2012-10-06,eddyabove25k,1711.969689,1778.651146,989.3567737,68.47878755,Eddy,044L_S_High.csv,2012-10-03,long,2_LMC,1824.1232139,7162.0,short
044l_s,2013-09-24,eddyabove25k,1914.628771,1977.692611,1067.136497,76.58515083,Eddy,044L_S_High.csv,2013-09-21,long,2_LMC,1824.1232139,7162.0,short
044l_s,2014-09-28,eddyabove25k,2129.501318,2199.063772,1371.514364,85.1800527,Eddy,044L_S_High.csv,2014-09-23,long,2_LMC,1824.1232139,7162.0,short
044l_s,2015-09-26,eddyabove25k,2054.207603,2122.930708,1429.241716,82.16830412,Eddy,044L_S_High.csv,2015-09-22,long,2_LMC,1824.1232139,7162.0,short
045l_r,2002-05-05,eddy8kto25k,1488.946345,1526.79001,782.6876595,59.5578538,Eddy,045L_R_Fluc.csv,2002-04-27,short,2_LMC,7623.53011971,16641.0,na
045l_r,2002-09-24,eddy8kto25k,1909.074944,1945.642538,875.0689626,76.36299776,Eddy,045L_R_Fluc.csv,2002-09-20,short,2_LMC,7623.53011971,16641.0,short
045l_r,2003-04-30,eddy8kto25k,2910.695925,2943.921893,2056.799958,116.427837,Eddy,045L_R_Fluc.csv,2003-04-25,short,2_LMC,7623.53011971,16641.0,short
045l_r,2003-09-24,eddy8kto25k,2715.501109,2744.330236,1868.35633,108.6200444,Eddy,045L_R_Fluc.csv,2003-09-20,short,2_LMC,7623.53011971,16641.0,short
045l_r,2004-11-18,eddy8kto25k,2566.465827,2596.673326,1797.389576,102.6586331,Eddy,045L_R_Fluc.csv,2004-11-13,short,2_LMC,7623.53011971,16641.0,na
045l_r,2004-12-07,eddy8kto25k,3258.387387,3324.855462,6991.516553,130.3354955,Eddy,045L_R_Fluc.csv,2004-12-02,short,2_LMC,7623.53011971,16641.0,na
045l_r,2005-05-11,eddy8kto25k,1946.646593,1981.21263,3091.421181,77.8658637,Eddy,045L_R_Fluc.csv,2005-05-07,short,2_LMC,7623.53011971,16641.0,na
045l_r,2006-10-11,eddy8kto25k,1433.101691,1474.770029,984.2421069,57.32406762,Eddy,045L_R_Fluc.csv,2006-10-07,short,2_LMC,7623.53011971,16641.0,short
045l_r,2007-10-17,eddy8kto25k,1878.696358,1914.558071,935.7194167,75.14785433,Eddy,045L_R_Fluc.csv,2007-10-13,short,2_LMC,7623.53011971,16641.0,short
045l_r,2008-02-07,eddy8kto25k,687.3847401,729.1483122,660.2446282,27.4953896,Eddy,045L_R_Fluc.csv,2008-02-02,short,2_LMC,7623.53011971,16641.0,short
045l_r,2008-03-31,eddy8kto25k,2180.58387,2240.565054,5975.37614,87.22335479,Eddy,045L_R_Fluc.csv,2008-03-28,short,2_LMC,7623.53011971,16641.0,short
045l_r,2008-05-20,eddy8kto25k,1266.557493,1319.507704,4362.538675,50.66229972,Eddy,045L_R_Fluc.csv,2008-05-17,short,2_LMC,7623.53011971,16641.0,na
045l_r,2008-10-15,eddy8kto25k,1219.280624,1263.171464,3052.479585,48.77122498,Eddy,045L_R_Fluc.csv,2008-10-10,short,2_LMC,7623.53011971,16641.0,short
045l_r,2009-10-14,eddy8kto25k,1514.96341,1555.618983,2239.995105,60.59853639,Eddy,045L_R_Fluc.csv,2009-10-10,short,2_LMC,7623.53011971,16641.0,short
045l_r,2011-10-09,eddy8kto25k,954.1931831,1000.401568,607.8936367,38.16772732,Eddy,045L_R_Fluc.csv,2011-10-05,short,2_LMC,7623.53011971,16641.0,short
045l_r,2012-10-07,eddy8kto25k,2123.959989,2161.38908,1057.32487,84.95839957,Eddy,045L_R_Fluc.csv,2012-10-03,short,2_LMC,7623.53011971,16641.0,short
045l_r,2013-09-25,eddy8kto25k,1633.332971,1680.722026,3267.277533,65.33331885,Eddy,045L_R_Fluc.csv,2013-09-21,short,2_LMC,7623.53011971,16641.0,short
045l_r,2014-09-28,eddy8kto25k,1516.506577,1556.397053,552.9327686,60.6602631,Eddy,045L_R_Fluc.csv,2014-09-23,short,2_LMC,7623.53011971,16641.0,short
045l_r,2015-09-27,eddy8kto25k,3056.368868,3099.211781,1268.295529,122.2547547,Eddy,045L_R_Fluc.csv,2015-09-22,short,2_LMC,7623.53011971,16641.0,short
045l_r,2002-05-05,eddyminto8k,14001.55575,14519.43721,14340.27904,1540.171133,Eddy,045L_R_Low.csv,2002-04-27,short,2_LMC,27911.815619,16641.0,na
045l_r,2004-11-18,eddyminto8k,12906.28792,13422.66608,19414.50075,1419.691671,Eddy,045L_R_Low.csv,2004-11-13,short,2_LMC,27911.815619,16641.0,na
045l_r,2004-12-07,eddyminto8k,10760.4397,11252.21944,16011.72491,1183.648367,Eddy,045L_R_Low.csv,2004-12-02,short,2_LMC,27911.815619,16641.0,na
045l_r,2008-02-07,eddyminto8k,14602.99545,15156.82411,10331.40587,1606.329499,Eddy,045L_R_Low.csv,2008-02-02,short,2_LMC,27911.815619,16641.0,short
045l_r,2008-03-31,eddyminto8k,11677.93504,12173.57502,12167.84264,1284.572855,Eddy,045L_R_Low.csv,2008-03-28,short,2_LMC,27911.815619,16641.0,short
045l_r,2002-05-05,eddyabove25k,1150.841595,1183.98445,406.8783135,46.0336638,Eddy,045L_R_High.csv,2002-04-27,short,2_LMC,1843.47721548,16641.0,na
045l_r,2002-09-24,eddyabove25k,1150.856057,1183.894605,407.3614329,46.03424229,Eddy,045L_R_High.csv,2002-09-20,short,2_LMC,1843.47721548,16641.0,short
045l_r,2003-04-30,eddyabove25k,1144.072741,1177.570803,427.4788371,45.76290962,Eddy,045L_R_High.csv,2003-04-25,short,2_LMC,1843.47721548,16641.0,short
045l_r,2003-09-24,eddyabove25k,1143.810189,1178.292317,459.2007998,45.75240755,Eddy,045L_R_High.csv,2003-09-20,short,2_LMC,1843.47721548,16641.0,short
045l_r,2004-11-18,eddyabove25k,1143.117871,1177.674508,459.2865076,45.72471486,Eddy,045L_R_High.csv,2004-11-13,short,2_LMC,1843.47721548,16641.0,na
045l_r,2004-12-07,eddyabove25k,2622.527202,2654.4774,1153.897556,104.9010881,Eddy,045L_R_High.csv,2004-12-02,short,2_LMC,1843.47721548,16641.0,na
045l_r,2005-05-11,eddyabove25k,2001.595342,2035.288746,973.0588713,80.0638137,Eddy,045L_R_High.csv,2005-05-07,short,2_LMC,1843.47721548,16641.0,na
045l_r,2006-10-11,eddyabove25k,1272.148193,1303.916165,562.62428,50.88592771,Eddy,045L_R_High.csv,2006-10-07,short,2_LMC,1843.47721548,16641.0,short
045l_r,2007-10-17,eddyabove25k,1250.015189,1280.136111,524.9017501,50.00060755,Eddy,045L_R_High.csv,2007-10-13,short,2_LMC,1843.47721548,16641.0,short
045l_r,2008-02-07,eddyabove25k,1283.488858,1315.358772,548.2103528,51.33955432,Eddy,045L_R_High.csv,2008-02-02,short,2_LMC,1843.47721548,16641.0,short
045l_r,2008-03-31,eddyabove25k,2598.391738,2623.67811,1354.191642,103.9356695,Eddy,045L_R_High.csv,2008-03-28,short,2_LMC,1843.47721548,16641.0,short
045l_r,2008-05-20,eddyabove25k,2542.268143,2566.704681,1256.167309,101.6907257,Eddy,045L_R_High.csv,2008-05-17,short,2_LMC,1843.47721548,16641.0,na
045l_r,2008-10-15,eddyabove25k,2140.349814,2168.433298,1187.432692,85.61399257,Eddy,045L_R_High.csv,2008-10-10,short,2_LMC,1843.47721548,16641.0,short
045l_r,2009-10-14,eddyabove25k,1778.225743,1809.706396,1002.747353,71.12902972,Eddy,045L_R_High.csv,2009-10-10,short,2_LMC,1843.47721548,16641.0,short
045l_r,2011-10-09,eddyabove25k,1181.140062,1214.271051,534.6694543,47.2456025,Eddy,045L_R_High.csv,2011-10-05,short,2_LMC,1843.47721548,16641.0,short
045l_r,2012-10-07,eddyabove25k,1052.771176,1090.282092,393.2521296,42.11084702,Eddy,045L_R_High.csv,2012-10-03,short,2_LMC,1843.47721548,16641.0,short
045l_r,2013-09-25,eddyabove25k,2008.172638,2042.285874,675.3977373,80.32690553,Eddy,045L_R_High.csv,2013-09-21,short,2_LMC,1843.47721548,16641.0,short
045l_r,2014-09-28,eddyabove25k,1025.746958,1058.927258,264.6441907,41.02987831,Eddy,045L_R_High.csv,2014-09-23,short,2_LMC,1843.47721548,16641.0,short
045l_r,2015-09-27,eddyabove25k,860.5918599,902.3614771,79.358188,34.4236744,Eddy,045L_R_High.csv,2015-09-22,short,2_LMC,1843.47721548,16641.0,short
045l_s,2002-05-05,eddy8kto25k,0.0,0.0,0.0,0.0,Eddy,045L_S_Fluc.csv,2002-04-27,short,2_LMC,1920.740804,5899.0,na
045l_s,2002-09-24,eddy8kto25k,0.0,0.0,0.0,0.0,Eddy,045L_S_Fluc.csv,2002-09-20,short,2_LMC,1920.740804,5899.0,short
045l_s,2003-04-30,eddy8kto25k,0.0,0.0,0.0,0.0,Eddy,045L_S_Fluc.csv,2003-04-25,short,2_LMC,1920.740804,5899.0,short
045l_s,2003-09-24,eddy8kto25k,0.0,0.0,0.0,0.0,Eddy,045L_S_Fluc.csv,2003-09-20,short,2_LMC,1920.740804,5899.0,short
045l_s,2004-11-18,eddy8kto25k,1308.065148,1330.780592,752.7346122,52.32260591,Eddy,045L_S_Fluc.csv,2004-11-13,short,2_LMC,1920.740804,5899.0,na
045l_s,2004-12-07,eddy8kto25k,1520.378055,1552.957303,1360.514513,60.81512221,Eddy,045L_S_Fluc.csv,2004-12-02,short,2_LMC,1920.740804,5899.0,na
045l_s,2005-05-11,eddy8kto25k,0.0,0.0,0.0,0.0,Eddy,045L_S_Fluc.csv,2005-05-07,short,2_LMC,1920.740804,5899.0,na
045l_s,2006-10-11,eddy8kto25k,0.0,0.0,0.0,0.0,Eddy,045L_S_Fluc.csv,2006-10-07,short,2_LMC,1920.740804,5899.0,short
045l_s,2007-10-17,eddy8kto25k,0.0,0.0,0.0,0.0,Eddy,045L_S_Fluc.csv,2007-10-13,short,2_LMC,1920.740804,5899.0,short
045l_s,2008-02-07,eddy8kto25k,1527.806104,1561.34535,425.3618817,61.11224415,Eddy,045L_S_Fluc.csv,2008-02-02,short,2_LMC,1920.740804,5899.0,short
045l_s,2008-03-31,eddy8kto25k,1121.439525,1160.084876,1005.483605,44.85758102,Eddy,045L_S_Fluc.csv,2008-03-28,short,2_LMC,1920.740804,5899.0,short
045l_s,2008-05-20,eddy8kto25k,1216.366931,1249.058128,847.4305638,48.65467724,Eddy,045L_S_Fluc.csv,2008-05-17,short,2_LMC,1920.740804,5899.0,na
045l_s,2008-10-15,eddy8kto25k,1606.426861,1635.867974,913.6576302,64.25707445,Eddy,045L_S_Fluc.csv,2008-10-10,short,2_LMC,1920.740804,5899.0,short
045l_s,2009-10-14,eddy8kto25k,1250.28539,1287.387545,299.8464166,50.0114156,Eddy,045L_S_Fluc.csv,2009-10-10,short,2_LMC,1920.740804,5899.0,short
045l_s,2011-10-09,eddy8kto25k,1615.562347,1647.513703,1069.747802,64.62249389,Eddy,045L_S_Fluc.csv,2011-10-05,short,2_LMC,1920.740804,5899.0,short
045l_s,2012-10-07,eddy8kto25k,1263.302528,1288.067322,331.4706398,50.53210111,Eddy,045L_S_Fluc.csv,2012-10-03,short,2_LMC,1920.740804,5899.0,short
045l_s,2013-09-25,eddy8kto25k,1578.524424,1598.322186,1131.10742,63.14097695,Eddy,045L_S_Fluc.csv,2013-09-21,short,2_LMC,1920.740804,5899.0,short
045l_s,2014-09-28,eddy8kto25k,1246.456667,1278.568962,544.4961785,49.85826666,Eddy,045L_S_Fluc.csv,2014-09-23,short,2_LMC,1920.740804,5899.0,short
045l_s,2015-09-27,eddy8kto25k,1379.437106,1408.267741,723.4392831,55.17748426,Eddy,045L_S_Fluc.csv,2015-09-22,short,2_LMC,1920.740804,5899.0,short
045l_s,2002-05-05,eddyminto8k,0.0,0.0,0.0,0.0,Eddy,045L_S_Low.csv,2002-04-27,short,2_LMC,7849.29338466,5899.0,na
045l_s,2004-11-18,eddyminto8k,3901.813747,4087.259966,4023.746136,429.1995121,Eddy,045L_S_Low.csv,2004-11-13,short,2_LMC,7849.29338466,5899.0,na
045l_s,2004-12-07,eddyminto8k,3711.587102,3907.94196,2472.180943,408.2745812,Eddy,045L_S_Low.csv,2004-12-02,short,2_LMC,7849.29338466,5899.0,na
045l_s,2008-02-07,eddyminto8k,3717.810827,3897.300486,6384.959027,408.959191,Eddy,045L_S_Low.csv,2008-02-02,short,2_LMC,7849.29338466,5899.0,short
045l_s,2008-03-31,eddyminto8k,3974.156897,4177.663063,3013.582197,437.1572587,Eddy,045L_S_Low.csv,2008-03-28,short,2_LMC,7849.29338466,5899.0,short
045l_s,2002-05-05,eddyabove25k,0.0,0.0,0.0,0.0,Eddy,045L_S_High.csv,2002-04-27,short,2_LMC,584.143194289,5899.0,na
045l_s,2002-09-24,eddyabove25k,0.0,0.0,0.0,0.0,Eddy,045L_S_High.csv,2002-09-20,short,2_LMC,584.143194289,5899.0,short
045l_s,2003-04-30,eddyabove25k,0.0,0.0,0.0,0.0,Eddy,045L_S_High.csv,2003-04-25,short,2_LMC,584.143194289,5899.0,short
045l_s,2003-09-24,eddyabove25k,0.0,0.0,0.0,0.0,Eddy,045L_S_High.csv,2003-09-20,short,2_LMC,584.143194289,5899.0,short
045l_s,2004-11-18,eddyabove25k,689.6113351,705.6833708,230.2171174,27.5844534,Eddy,045L_S_High.csv,2004-11-13,short,2_LMC,584.143194289,5899.0,na
045l_s,2004-12-07,eddyabove25k,640.6939439,658.0849228,220.7499581,25.62775776,Eddy,045L_S_High.csv,2004-12-02,short,2_LMC,584.143194289,5899.0,na
045l_s,2005-05-11,eddyabove25k,0.0,0.0,0.0,0.0,Eddy,045L_S_High.csv,2005-05-07,short,2_LMC,584.143194289,5899.0,na
045l_s,2006-10-11,eddyabove25k,0.0,0.0,0.0,0.0,Eddy,045L_S_High.csv,2006-10-07,short,2_LMC,584.143194289,5899.0,short
045l_s,2007-10-17,eddyabove25k,0.0,0.0,0.0,0.0,Eddy,045L_S_High.csv,2007-10-13,short,2_LMC,584.143194289,5899.0,short
045l_s,2008-02-07,eddyabove25k,609.3387405,640.9494719,307.0003556,24.37354962,Eddy,045L_S_High.csv,2008-02-02,short,2_LMC,584.143194289,5899.0,short
045l_s,2008-03-31,eddyabove25k,803.8941248,830.1588488,398.8985652,32.15576499,Eddy,045L_S_High.csv,2008-03-28,short,2_LMC,584.143194289,5899.0,short
045l_s,2008-05-20,eddyabove25k,790.7060087,818.8844249,418.2729541,31.62824035,Eddy,045L_S_High.csv,2008-05-17,short,2_LMC,584.143194289,5899.0,na
045l_s,2008-10-15,eddyabove25k,718.0490044,750.8962033,394.3668985,28.72196018,Eddy,045L_S_High.csv,2008-10-10,short,2_LMC,584.143194289,5899.0,short
045l_s,2009-10-14,eddyabove25k,657.7823326,685.9643307,356.9867413,26.31129331,Eddy,045L_S_High.csv,2009-10-10,short,2_LMC,584.143194289,5899.0,short
045l_s,2011-10-09,eddyabove25k,507.2809356,544.306501,196.1391488,20.29123743,Eddy,045L_S_High.csv,2011-10-05,short,2_LMC,584.143194289,5899.0,short
045l_s,2012-10-07,eddyabove25k,511.5115754,547.0137765,164.6482269,20.46046302,Eddy,045L_S_High.csv,2012-10-03,short,2_LMC,584.143194289,5899.0,short
045l_s,2013-09-25,eddyabove25k,746.4368929,773.8520254,256.5086361,29.85747572,Eddy,045L_S_High.csv,2013-09-21,short,2_LMC,584.143194289,5899.0,short
045l_s,2014-09-28,eddyabove25k,751.1151353,783.6492649,354.6430819,30.04460541,Eddy,045L_S_High.csv,2014-09-23,short,2_LMC,584.143194289,5899.0,short
045l_s,2015-09-27,eddyabove25k,698.8508342,736.211491,336.8307286,27.95403337,Eddy,045L_S_High.csv,2015-09-22,short,2_LMC,584.143194289,5899.0,short
047r,1990-09-29,eddy8kto25k,6827.522898,6869.674598,9441.113157,273.1009159,Eddy,Eddy_Fluctuating_Zone.csv,1990-06-10,long,2_LMC,19116.4569343,28486.0,long
047r,1991-07-27,eddy8kto25k,6298.944789,6348.346426,8338.199483,251.9577916,Eddy,Eddy_Fluctuating_Zone.csv,1991-07-26,long,2_LMC,19116.4569343,28486.0,long
047r,1992-10-22,eddy8kto25k,4910.809604,4959.685006,7420.607292,196.4323841,Eddy,Eddy_Fluctuating_Zone.csv,1992-10-15,long,2_LMC,19116.4569343,28486.0,na
047r,1993-10-11,eddy8kto25k,5048.965804,5095.947766,7304.107211,201.9586322,Eddy,Eddy_Fluctuating_Zone.csv,1993-10-08,long,2_LMC,19116.4569343,28486.0,long
047r,1994-04-11,eddy8kto25k,4416.676851,4471.311432,7108.95511,176.667074,Eddy,Eddy_Fluctuating_Zone.csv,1994-04-07,long,2_LMC,19116.4569343,28486.0,na
047r,1994-11-23,eddy8kto25k,4403.131628,4464.560471,7042.515926,176.1252651,Eddy,Eddy_Fluctuating_Zone.csv,1994-11-20,long,2_LMC,19116.4569343,28486.0,long
047r,1995-04-28,eddy8kto25k,3720.155069,3781.12876,6439.520262,148.8062027,Eddy,Eddy_Fluctuating_Zone.csv,1995-04-24,long,2_LMC,19116.4569343,28486.0,long
047r,1996-02-18,eddy8kto25k,3467.514776,3535.190597,5870.2622,138.7005911,Eddy,Eddy_Fluctuating_Zone.csv,1996-02-13,long,2_LMC,19116.4569343,28486.0,long
047r,1996-04-19,eddy8kto25k,5172.584718,5245.603255,9791.631065,206.9033887,Eddy,Eddy_Fluctuating_Zone.csv,1996-04-15,long,2_LMC,19116.4569343,28486.0,long
047r,1996-09-16,eddy8kto25k,2983.560198,3071.532631,5999.296564,119.3424079,Eddy,Eddy_Fluctuating_Zone.csv,1996-09-12,long,2_LMC,19116.4569343,28486.0,long
047r,1997-02-17,eddy8kto25k,3211.134468,3303.513883,5560.713687,128.4453787,Eddy,Eddy_Fluctuating_Zone.csv,1997-02-13,long,2_LMC,19116.4569343,28486.0,long
047r,1997-04-24,eddy8kto25k,6327.319499,6395.530758,7405.478563,253.09278,Eddy,Eddy_Fluctuating_Zone.csv,1997-04-20,long,2_LMC,19116.4569343,28486.0,long
047r,1997-08-27,eddy8kto25k,7131.647526,7203.948783,6384.483059,285.265901,Eddy,Eddy_Fluctuating_Zone.csv,1997-08-23,long,2_LMC,19116.4569343,28486.0,long
047r,1997-11-10,eddy8kto25k,5645.724163,5697.671158,7635.537425,225.8289665,Eddy,Eddy_Fluctuating_Zone.csv,1997-11-06,long,2_LMC,19116.4569343,28486.0,long
047r,1998-04-18,eddy8kto25k,6334.703039,6374.426221,7025.100713,253.3881216,Eddy,Eddy_Fluctuating_Zone.csv,1998-04-15,long,2_LMC,19116.4569343,28486.0,long
047r,1999-05-09,eddy8kto25k,4579.409043,4635.987726,5331.196635,183.1763617,Eddy,Eddy_Fluctuating_Zone.csv,1999-05-04,long,2_LMC,19116.4569343,28486.0,long
047r,2000-03-23,eddy8kto25k,4794.787927,4850.450885,5837.61706,191.7915171,Eddy,Eddy_Fluctuating_Zone.csv,2000-03-17,long,2_LMC,19116.4569343,28486.0,long
047r,2000-06-08,eddy8kto25k,5655.105784,5702.428625,5701.57512,226.2042314,Eddy,Eddy_Fluctuating_Zone.csv,2000-06-01,long,2_LMC,19116.4569343,28486.0,long
047r,2000-08-24,eddy8kto25k,5580.634966,5629.615677,5658.821356,223.2253986,Eddy,Eddy_Fluctuating_Zone.csv,2000-08-19,long,2_LMC,19116.4569343,28486.0,na
047r,2000-09-13,eddy8kto25k,6593.214351,6647.211948,8859.870598,263.728574,Eddy,Eddy_Fluctuating_Zone.csv,2000-09-09,long,2_LMC,19116.4569343,28486.0,na
047r,2001-10-08,eddy8kto25k,2225.675605,2289.209494,3802.143977,89.02702419,Eddy,Eddy_Fluctuating_Zone.csv,2001-10-05,long,2_LMC,19116.4569343,28486.0,long
047r,2002-09-24,eddy8kto25k,4815.69124,4870.126768,4419.839023,192.6276496,Eddy,Eddy_Fluctuating_Zone.csv,2002-09-20,long,2_LMC,19116.4569343,28486.0,short
047r,2003-04-30,eddy8kto25k,2638.426499,2702.650926,3968.28269,105.53706,Eddy,Eddy_Fluctuating_Zone.csv,2003-04-25,long,2_LMC,19116.4569343,28486.0,short
047r,2003-09-24,eddy8kto25k,2443.97651,2503.993654,3572.718642,97.75906038,Eddy,Eddy_Fluctuating_Zone.csv,2003-09-20,long,2_LMC,19116.4569343,28486.0,short
047r,2005-01-01,eddy8kto25k,4423.071104,4467.183944,7447.953196,176.9228442,Eddy,Eddy_Fluctuating_Zone.csv,2004-12-02,long,2_LMC,19116.4569343,28486.0,na
047r,2005-05-11,eddy8kto25k,4784.981327,4844.714718,6641.584291,191.3992531,Eddy,Eddy_Fluctuating_Zone.csv,2005-05-07,long,2_LMC,19116.4569343,28486.0,na
047r,2006-10-11,eddy8kto25k,2964.436655,3030.063547,4979.268409,118.5774662,Eddy,Eddy_Fluctuating_Zone.csv,2006-10-07,long,2_LMC,19116.4569343,28486.0,short
047r,2007-10-17,eddy8kto25k,3176.10804,3236.157874,4868.573738,127.0443216,Eddy,Eddy_Fluctuating_Zone.csv,2007-10-13,long,2_LMC,19116.4569343,28486.0,short
047r,2008-02-07,eddy8kto25k,2565.366464,2631.911123,4594.614189,102.6146586,Eddy,Eddy_Fluctuating_Zone.csv,2008-02-02,long,2_LMC,19116.4569343,28486.0,short
047r,2008-04-01,eddy8kto25k,3969.43151,4017.839026,8426.029487,158.7772604,Eddy,Eddy_Fluctuating_Zone.csv,2008-03-28,long,2_LMC,19116.4569343,28486.0,short
047r,2008-05-20,eddy8kto25k,3237.174386,3299.59692,7136.562623,129.4869754,Eddy,Eddy_Fluctuating_Zone.csv,2008-05-17,long,2_LMC,19116.4569343,28486.0,na
047r,2008-10-15,eddy8kto25k,3227.801265,3303.373455,5703.102666,129.1120506,Eddy,Eddy_Fluctuating_Zone.csv,2008-10-10,long,2_LMC,19116.4569343,28486.0,short
047r,2009-10-14,eddy8kto25k,3946.699473,4024.459912,5679.206047,157.8679789,Eddy,Eddy_Fluctuating_Zone.csv,2009-10-10,long,2_LMC,19116.4569343,28486.0,short
047r,2011-10-09,eddy8kto25k,4091.71069,4168.972636,5238.129742,163.6684276,Eddy,Eddy_Fluctuating_Zone.csv,2011-10-05,long,2_LMC,19116.4569343,28486.0,short
047r,2012-10-07,eddy8kto25k,4703.745379,4774.335767,5281.086916,188.1498152,Eddy,Eddy_Fluctuating_Zone.csv,2012-10-03,long,2_LMC,19116.4569343,28486.0,short
047r,2012-11-29,eddy8kto25k,3273.398782,3341.730176,6057.805135,130.9359513,Eddy,Eddy_Fluctuating_Zone.csv,2012-11-27,long,2_LMC,19116.4569343,28486.0,na
047r,2013-09-25,eddy8kto25k,3387.385852,3472.158585,4938.8951,135.4954341,Eddy,Eddy_Fluctuating_Zone.csv,2013-09-21,long,2_LMC,19116.4569343,28486.0,short
047r,2014-09-28,eddy8kto25k,3398.558995,3491.854673,5846.227528,135.9423598,Eddy,Eddy_Fluctuating_Zone.csv,2014-09-23,long,2_LMC,19116.4569343,28486.0,short
047r,2015-09-27,eddy8kto25k,2314.936441,2409.13777,4642.237851,92.59745763,Eddy,Eddy_Fluctuating_Zone.csv,2015-09-22,long,2_LMC,19116.4569343,28486.0,short
047r,1992-10-22,eddyminto8k,21952.5344,22417.61895,87197.16994,5488.1336,Eddy,Eddy_Low_Elevation_Zone.csv,1992-10-15,long,2_LMC,135191.166488,28486.0,na
047r,1993-10-11,eddyminto8k,21884.85623,22335.06068,80102.24787,3939.274122,Eddy,Eddy_Low_Elevation_Zone.csv,1993-10-08,long,2_LMC,135191.166488,28486.0,long
047r,1994-04-11,eddyminto8k,22415.744,22893.19931,76526.17779,4034.83392,Eddy,Eddy_Low_Elevation_Zone.csv,1994-04-07,long,2_LMC,135191.166488,28486.0,na
047r,1995-04-28,eddyminto8k,23324.11087,24019.92819,71958.38436,4198.339956,Eddy,Eddy_Low_Elevation_Zone.csv,1995-04-24,long,2_LMC,135191.166488,28486.0,long
047r,1996-02-18,eddyminto8k,23576.60084,24153.0267,79402.22024,4243.78815,Eddy,Eddy_Low_Elevation_Zone.csv,1996-02-13,long,2_LMC,135191.166488,28486.0,long
047r,1996-04-19,eddyminto8k,20947.25596,21517.06714,72280.18042,3770.506072,Eddy,Eddy_Low_Elevation_Zone.csv,1996-04-15,long,2_LMC,135191.166488,28486.0,long
047r,1996-09-16,eddyminto8k,23918.93964,24670.04374,66923.0168,4305.409134,Eddy,Eddy_Low_Elevation_Zone.csv,1996-09-12,long,2_LMC,135191.166488,28486.0,long
047r,1997-02-17,eddyminto8k,23851.45521,24526.66574,74971.29831,4293.261939,Eddy,Eddy_Low_Elevation_Zone.csv,1997-02-13,long,2_LMC,135191.166488,28486.0,long
