Site,Date,Plane_Height,Area_2D,Area_3D,Volume,Errors
119r,10/26/1992,minto8K(602.83),6194.730393,6322.348157,3062.698399,1548.682598
119r,4/17/1994,minto8K(603.63),7044.890916,7161.481259,2299.422721,1268.080365
119r,5/3/1995,minto8K(603.93),6181.533718,6272.309167,2668.913283,1112.676069
119r,2/26/1996,minto8K(599.83),8749.237592,8982.491707,3126.747156,1574.862767
119r,4/27/1996,minto8K(599.53),8889.892831,9152.144317,3692.42944,1600.18071
119r,9/23/1996,minto8K(599.03),8889.36774,9161.108584,4898.355984,1600.086193
119r,2/21/1997,minto8K(598.83),8889.892831,9146.954968,3271.181692,1600.18071
119r,5/1/1997,minto8K(599.73),8889.051216,9119.737674,8518.169652,1600.029219
119r,9/2/1997,minto8K(600.03),8889.894503,9118.858813,6625.891503,1600.181011
119r,4/23/1998,minto8K(600.03),8789.659025,9055.342644,7794.891435,1582.138624
119r,5/14/1999,minto8K(599.53),8889.894503,9125.385804,4605.928505,1600.181011
119r,3/29/2000,minto8K(602.73),7259.564372,7398.318023,2246.915723,1306.721587
119r,6/14/2000,minto8K(599.73),8492.557,8759.484136,12558.03968,1528.66026
119r,2/12/2008,minto8K(600.33),8889.894503,9258.376861,6611.495437,977.8883953
119r,4/8/2008,minto8K(599.43),8889.896171,9255.947561,6203.030558,977.8885788
