Site,Date,Plane_Height,Area_2D,Area_3D,Volume
035l,20030922,8kto25k,1178.72996291,1218.2992789,356.137739068
035l,20030922,above848.27,1881.39358396,1937.39198262,572.468596133
035l,20030922,above848.37,1800.6562466,1855.21493763,562.274637623
035l,20030922,above848.47,1752.39937407,1805.50334122,554.825068314
035l,20030922,above848.57,1706.88937346,1758.53511068,547.688502363
035l,20030922,above848.67,1666.80094019,1717.00639438,540.146227246
035l,20030922,above848.77,1629.15344614,1677.92390781,531.271731207
035l,20030922,above848.87,1586.99232845,1634.43708596,520.745554029
035l,20030922,above848.97,1544.91041715,1591.07390061,509.320425633
035l,20030922,above849.07,1506.55965792,1551.44580649,497.221002082
035l,20030922,above849.17,1469.47909745,1513.11277729,484.572258198
035l,20030922,above849.27,1431.19661474,1473.61428548,471.595140422
035l,20030922,above849.37,1390.78314441,1432.04405904,458.436421299
035l,20030922,above849.47,1346.51752064,1386.72384279,445.435197574
035l,20030922,above849.57,1297.11485467,1336.31584118,433.115178168
035l,20030922,above849.67,1248.19938462,1286.35475302,421.657888766
035l,20030922,above849.77,1201.2455348,1238.31481311,410.729257912
035l,20030922,above849.87,1156.50744067,1192.45883332,400.214560499
035l,20030922,above849.97,1111.026422,1145.83269016,390.417038699
035l,20030922,above850.07,1066.75424077,1100.37905747,381.501755203
035l,20030922,above850.17,1027.99336398,1060.39300802,373.232097953
035l,20030922,above850.27,991.913098572,1023.05845167,365.156919602
035l,20030922,above850.37,960.364806361,990.203457223,356.59723006
035l,20030922,above850.47,932.42228479,960.88837074,346.646884047
035l,20030922,above850.57,906.497001576,933.558230583,335.135176702
035l,20030922,above850.67,881.682090483,907.333230761,322.464520818
035l,20030922,above850.77,858.14281323,882.374680439,308.694004423
035l,20030922,above850.87,832.413765892,855.291923522,294.012845136
035l,20030922,above850.97,806.641712496,828.205936505,278.760163971
035l,20030922,above851.07,781.493238194,801.782897596,263.414570652
035l,20030922,above851.17,756.934040481,775.986727224,248.22267764
035l,20030922,above851.27,732.177279575,750.025169027,233.399461882
035l,20030922,above851.37,707.629252014,724.292516233,219.112857965
035l,20030922,above851.47,683.32425454,698.830407819,205.476190864
035l,20030922,above851.57,660.102355112,674.489151223,192.416440454
035l,20030922,above851.67,636.677504881,649.997786564,179.89623047
035l,20030922,above851.77,613.632110894,625.888979985,167.890675393
035l,20030922,above851.87,590.556734514,601.747617007,156.256252854
035l,20030922,above851.97,566.519977647,576.658264912,144.923200439
035l,20030922,above852.07,540.701596207,549.794614623,134.089099785
035l,20030922,above852.17,513.589518004,521.668719782,123.721479754
035l,20030922,above852.27,483.990198332,491.075571845,113.835408053
035l,20030922,above852.37,449.978115299,456.102733997,104.925603483
035l,20030922,above852.47,416.962426041,422.186494089,97.421383043
035l,20030922,above852.57,380.555230421,385.001292173,91.2920140142
035l,20030922,above852.67,347.14029119,350.89225823,86.1330359548
035l,20030922,above852.77,319.421093181,322.578810306,81.0007220796
035l,20030922,above852.87,295.449682374,298.12085108,75.1513104097
035l,20030922,above852.97,271.12387075,273.391869472,68.5256152114
035l,20030922,above853.07,246.261622743,248.190102539,61.4385714068
035l,20030922,above853.17,220.826943076,222.497508124,54.0968385786
035l,20030922,above853.27,195.550200953,197.020338898,46.4698445289
035l,20030922,above853.37,159.692548484,161.015723656,38.8172603011
035l,20030922,above853.47,137.238618653,138.421627403,31.8420780408
035l,20030922,above853.57,117.454539305,118.504849431,25.1223941567
035l,20030922,above853.67,97.9269391946,98.8561688733,19.148129187
035l,20030922,above853.77,79.3919830868,80.203786397,14.0448312821
035l,20030922,above853.87,62.8078271477,63.4958326584,9.8028150759
035l,20030922,above853.97,48.433219038,48.9891679286,6.39777378869
035l,20030922,above854.07,35.5205117936,35.9427380172,3.68389390293
035l,20030922,above854.17,22.8753111752,23.1707081283,1.68652001883
035l,20030922,above854.27,10.9140044691,11.082083743,0.462918252118
035l,20030922,above854.37,2.38197861738,2.42439177831,0.0458554434012
035l,20030922,above854.47,0.0,0.0,0.0
