Site,Date,Plane_Height,Area_2D,Area_3D,Volume
035l,20080330,8kto25k,1358.20039576,1420.48445752,1130.98153583
035l,20080330,above848.27,2211.31877845,2285.37870681,1408.33524409
035l,20080330,above848.37,2088.55674606,2161.38356232,1371.30973733
035l,20080330,above848.47,1981.05336648,2052.68749999,1342.46535858
035l,20080330,above848.57,1928.42476873,1998.78112385,1316.17355947
035l,20080330,above848.67,1878.77808242,1947.77820595,1289.77325274
035l,20080330,above848.77,1830.59801266,1898.14522813,1262.67909235
035l,20080330,above848.87,1787.35515314,1853.20334202,1234.28735073
035l,20080330,above848.97,1757.36631168,1820.84358074,1204.13078052
035l,20080330,above849.07,1736.38861807,1796.94893398,1171.5594808
035l,20080330,above849.17,1717.93849621,1775.36660128,1136.46547452
035l,20080330,above849.27,1700.99335961,1755.14708539,1098.86032217
035l,20080330,above849.37,1684.61034049,1735.4327172,1058.5785309
035l,20080330,above849.47,1667.82864918,1715.3239837,1015.7093019
035l,20080330,above849.57,1649.46656705,1693.74529815,970.449221467
035l,20080330,above849.67,1614.36346667,1655.50741039,923.403295139
035l,20080330,above849.77,1572.11689488,1610.13768918,875.909921425
035l,20080330,above849.87,1520.35085292,1555.53689641,828.759681742
035l,20080330,above849.97,1441.62001278,1474.35294231,784.395338448
035l,20080330,above850.07,1391.27175224,1421.78469269,742.807263538
035l,20080330,above850.17,1343.16117543,1371.57790427,702.614468616
035l,20080330,above850.27,1296.93645476,1323.47818527,663.527970572
035l,20080330,above850.37,1250.91445822,1275.75203463,625.142098084
035l,20080330,above850.47,1205.54015616,1228.77630474,587.011325121
035l,20080330,above850.57,1161.11781711,1182.82859277,549.089934951
035l,20080330,above850.67,1110.9819904,1131.28157359,512.150264425
035l,20080330,above850.77,1060.48295063,1079.49839469,476.880677785
035l,20080330,above850.87,1021.71864941,1039.49653145,442.680228159
035l,20080330,above850.97,987.048841266,1003.61367337,408.956717363
035l,20080330,above851.07,953.860901397,969.240303147,375.970793336
035l,20080330,above851.17,921.962671694,936.181358684,343.910596234
035l,20080330,above851.27,890.261790047,903.358869958,312.941001936
035l,20080330,above851.37,859.362372174,871.355578156,283.157611766
035l,20080330,above851.47,827.694366596,838.616124235,254.687226488
035l,20080330,above851.57,795.285451531,805.177413866,227.656828795
035l,20080330,above851.67,763.414739889,772.318270963,202.034149465
035l,20080330,above851.77,730.117619735,738.09547689,177.844924314
035l,20080330,above851.87,694.509733408,701.636847219,155.175944879
035l,20080330,above851.97,657.077289639,663.41563661,134.103095629
035l,20080330,above852.07,617.035587974,622.648383565,114.91631129
035l,20080330,above852.17,576.067194942,580.993716389,97.6159823538
035l,20080330,above852.27,527.5645501,531.854035276,82.3469995912
035l,20080330,above852.37,461.903155488,465.654365219,70.7417538365
035l,20080330,above852.47,411.600617868,414.882727321,62.9664193087
035l,20080330,above852.57,364.301324174,367.197789777,57.9559526244
035l,20080330,above852.67,325.029071,327.607451464,54.8487428041
035l,20080330,above852.77,297.384886083,299.693367339,51.8543323804
035l,20080330,above852.87,268.749667485,270.808252647,48.4781786101
035l,20080330,above852.97,244.068816826,245.881334909,44.603577607
035l,20080330,above853.07,222.58251956,224.154460534,40.0529068022
035l,20080330,above853.17,201.317036373,202.69192445,34.8709685566
035l,20080330,above853.27,177.616332297,178.831513111,29.0686238879
035l,20080330,above853.37,149.741550845,150.840666131,23.0123351937
035l,20080330,above853.47,121.039928041,122.040990438,17.302845121
035l,20080330,above853.57,95.5667066233,96.4679665003,12.5181991196
035l,20080330,above853.67,74.7379550222,75.5322363031,8.86125062459
035l,20080330,above853.77,58.7509496971,59.4291973138,5.96213249084
035l,20080330,above853.87,44.2720936217,44.8394005364,3.66562137132
035l,20080330,above853.97,30.9306670504,31.3917737732,2.05638537024
035l,20080330,above854.07,19.5703824556,19.9213569448,1.030326352
035l,20080330,above854.17,10.724445294,10.9544073893,0.452150641694
035l,20080330,above854.27,4.81552452736,4.93001707937,0.166399559848
035l,20080330,above854.37,1.6503857788,1.6897520093,0.0463387074164
035l,20080330,above854.47,0.142158283968,0.145521164418,0.00194976481696
