Site,Date,Plane_Height,Area_2D,Area_3D,Volume
035l,20000606,8kto25k,1541.12575742,1583.40556209,825.633604965
035l,20000606,above848.27,2226.1790203,2282.98086715,1079.38550248
035l,20000606,above848.37,2156.9266963,2211.81865014,1038.18001232
035l,20000606,above848.47,2081.36026126,2134.12518595,1000.18012697
035l,20000606,above848.57,1988.23776185,2038.76100095,966.293012376
035l,20000606,above848.67,1932.48762015,1980.80433397,934.156664298
035l,20000606,above848.77,1880.08772029,1926.43086149,901.775968486
035l,20000606,above848.87,1830.45811864,1875.09203206,868.686155634
035l,20000606,above848.97,1789.16829461,1832.25753612,834.550012298
035l,20000606,above849.07,1746.74499397,1788.40959991,799.708516502
035l,20000606,above849.17,1702.66881969,1743.02847657,764.712604933
035l,20000606,above849.27,1654.63445749,1693.86058857,729.99644511
035l,20000606,above849.37,1601.89655143,1640.16300672,696.053523011
035l,20000606,above849.47,1555.46026553,1592.56184944,662.920795426
035l,20000606,above849.57,1516.146063,1551.86222611,629.861265823
035l,20000606,above849.67,1475.27871167,1509.59128906,596.46145375
035l,20000606,above849.77,1422.27430641,1455.28968683,563.191814704
035l,20000606,above849.87,1351.98424463,1384.01745437,531.918509699
035l,20000606,above849.97,1285.33828042,1316.54403246,503.755441946
035l,20000606,above850.07,1225.03925768,1255.37642384,478.199603976
035l,20000606,above850.17,1167.53519912,1196.9242003,454.978680647
035l,20000606,above850.27,1112.6758704,1141.05634168,433.792265198
035l,20000606,above850.37,1061.15863893,1088.45843934,414.061900294
035l,20000606,above850.47,1013.55925762,1039.67832337,394.917400927
035l,20000606,above850.57,954.398689793,979.2522412,376.618625778
035l,20000606,above850.67,915.083678863,938.592938558,359.886302325
035l,20000606,above850.77,880.433767621,902.551681197,343.239508584
035l,20000606,above850.87,844.343449716,865.100692787,326.730742489
035l,20000606,above850.97,805.997395092,825.48538926,310.819653265
035l,20000606,above851.07,770.972752392,789.244748509,295.969569884
035l,20000606,above851.17,740.856612238,757.93794991,282.056647892
035l,20000606,above851.27,714.815642522,730.721691763,268.829848066
035l,20000606,above851.37,689.954492941,704.704500825,256.200134871
035l,20000606,above851.47,665.627737764,679.248480603,244.221885485
035l,20000606,above851.57,641.789966318,654.311687964,232.871928836
035l,20000606,above851.67,618.144551472,629.603665998,222.102224158
035l,20000606,above851.77,594.227468848,604.664464789,211.885084127
035l,20000606,above851.87,570.015839119,579.476622236,202.156338584
035l,20000606,above851.97,547.15463241,555.681380414,192.767182445
035l,20000606,above852.07,527.518823689,535.083712487,183.488839218
035l,20000606,above852.17,509.309613774,515.913741729,173.93178621
035l,20000606,above852.27,491.248066424,496.92632793,163.840445197
035l,20000606,above852.37,474.339819806,479.119132391,153.225765304
035l,20000606,above852.47,453.783913773,457.772744306,142.509021954
035l,20000606,above852.57,426.535651959,429.87443118,132.075768264
035l,20000606,above852.67,392.223649682,395.044375463,122.146073901
035l,20000606,above852.77,344.019034423,346.507195594,113.350737076
035l,20000606,above852.87,307.603299491,309.873788754,105.868338984
035l,20000606,above852.97,281.66924115,283.75675084,98.0321297912
035l,20000606,above853.07,257.256309259,259.169352327,89.78652973
035l,20000606,above853.17,233.418491735,235.166599189,81.1746111092
035l,20000606,above853.27,209.433639373,211.030622674,72.1250748942
035l,20000606,above853.37,185.41249714,186.862899816,62.6275331144
035l,20000606,above853.47,160.971590143,162.280345496,53.0076733759
035l,20000606,above853.57,141.60710418,142.76671958,43.8192057211
035l,20000606,above853.67,124.047977764,125.060844047,35.2455557324
035l,20000606,above853.77,107.141968444,108.017330927,27.3496273796
035l,20000606,above853.87,90.3444057794,91.0927469299,20.2273465558
035l,20000606,above853.97,73.5622928709,74.1937135978,14.0743697772
035l,20000606,above854.07,56.4741674112,56.9974583462,8.95336381401
035l,20000606,above854.17,38.7687008291,39.1927868935,4.9955937155
035l,20000606,above854.27,23.2152283753,23.5360117662,2.31032767591
035l,20000606,above854.37,10.9050427489,11.106827839,0.779485103717
035l,20000606,above854.47,2.91455817735,3.00234741958,0.179074972026
