Site,Date,Plane_Height,Area_2D,Area_3D,Volume,Errors
172l,10/30/1992,minto8K(487.81),13504.75348,13867.99719,9002.239808,3376.188371
172l,4/12/1993,minto8K(488.51),8298.661102,8437.993845,4204.004397,1493.758998
172l,10/23/1993,minto8K(488.01),13494.19359,13756.79713,11014.02211,2428.954846
172l,4/21/1994,minto8K(487.91),13337.37659,13747.46273,6341.123864,2400.727786
172l,12/1/1994,minto8K(487.71),13239.99564,13563.82301,7906.272145,2383.199216
172l,5/7/1995,minto8K(487.51),13494.19339,13813.1091,6677.382812,2428.95481
172l,2/29/1996,minto8K(487.61),13282.71185,13565.48871,6306.075298,2390.888132
172l,5/1/1996,minto8K(487.91),13038.7446,13337.57672,9158.17083,2346.974027
172l,9/26/1996,minto8K(487.51),13164.59218,13474.25697,4700.814348,2369.626592
172l,2/25/1997,minto8K(487.31),13504.00761,13858.7465,2362.249159,2430.72137
172l,5/4/1997,minto8K(488.11),13569.459,13933.01391,10438.40322,2442.50262
172l,9/4/1997,minto8K(488.61),13569.86902,13892.94295,18229.54806,2442.576424
172l,4/26/1998,minto8K(488.41),13566.10216,13913.99824,12148.89211,2441.898389
172l,5/18/1999,minto8K(488.31),13561.32063,13887.05548,7599.138993,2441.037713
172l,4/2/2000,minto8K(488.01),13569.86909,13883.5733,7474.733847,2442.576436
172l,6/15/2000,minto8K(488.21),13506.14254,13764.06293,12417.13976,2431.105656
172l,2/14/2008,minto8K(488.31),13545.37814,13979.57315,10945.28903,1489.991595
172l,4/10/2008,minto8K(488.21),13557.14301,13972.20009,10934.71084,1491.285731
