Site,Date,Plane_Height,Area_2D,Area_3D,Volume
167l,20111016,8kto25k,1923.96989062,1943.15979243,1556.51141419
167l,20111016,above506.53,4031.01484354,4097.7635039,2449.26142658
167l,20111016,above506.63,4013.86040993,4080.43162042,2443.1119661
167l,20111016,above506.73,3966.24108063,4032.45277296,2435.79130074
167l,20111016,above506.83,3908.50975612,3974.31206393,2427.67706886
167l,20111016,above506.93,3844.69315862,3910.09806322,2416.32888119
167l,20111016,above507.03,3770.79579405,3835.80426977,2401.30284678
167l,20111016,above507.13,3685.01855042,3749.52554369,2382.54287241
167l,20111016,above507.23,3597.36662019,3661.33568001,2358.58044375
167l,20111016,above507.33,3506.0215737,3569.45835175,2324.81676105
167l,20111016,above507.43,3410.03616248,3472.92851275,2274.22477041
167l,20111016,above507.53,3307.70926459,3369.97551488,2204.90697244
167l,20111016,above507.63,3237.35803539,3298.80254616,2117.72820619
167l,20111016,above507.73,3186.02297902,3246.35944437,2015.02780305
167l,20111016,above507.83,3139.13326442,3198.22933033,1896.9022482
167l,20111016,above507.93,3091.80888786,3149.37936789,1762.64429792
167l,20111016,above508.03,3043.43278197,3099.06385928,1619.64527462
167l,20111016,above508.13,2991.99514782,3045.58151323,1470.88013175
167l,20111016,above508.23,2908.78435592,2960.52703856,1318.80101771
167l,20111016,above508.33,2755.00664938,2805.22426669,1168.92882404
167l,20111016,above508.43,2407.00549244,2456.08434966,1034.15202971
167l,20111016,above508.53,2158.81365164,2206.84998912,929.749287561
167l,20111016,above508.63,2047.50935368,2094.27118744,839.633016377
167l,20111016,above508.73,1948.17579521,1993.11491075,756.555324411
167l,20111016,above508.83,1830.0580228,1872.52473604,681.415860804
167l,20111016,above508.93,1751.70577959,1791.35413116,614.455418744
167l,20111016,above509.03,1706.32810185,1742.98081637,550.00425219
167l,20111016,above509.13,1660.77545784,1694.31659825,486.666283127
167l,20111016,above509.23,1605.71289593,1635.96593887,424.694079437
167l,20111016,above509.33,1543.00431921,1569.8614345,364.566017894
167l,20111016,above509.43,1470.50815086,1493.95028281,307.208125013
167l,20111016,above509.53,1382.39537622,1402.63832618,253.621102106
167l,20111016,above509.63,1258.31543188,1275.59459687,205.478433938
167l,20111016,above509.73,1114.97698694,1129.57134187,164.609480317
167l,20111016,above509.83,958.829292851,970.966953099,132.685740027
167l,20111016,above509.93,836.429470981,846.404819184,109.60000947
167l,20111016,above510.03,735.047554993,743.265786661,92.8672768616
167l,20111016,above510.13,630.46658281,637.396112593,83.0864863219
167l,20111016,above510.23,575.782865756,581.749708644,77.3130538907
167l,20111016,above510.33,540.755921184,545.973660632,72.1673938472
167l,20111016,above510.43,506.166782176,510.721924936,66.4919423525
167l,20111016,above510.53,456.72721208,460.724375252,60.9964734362
167l,20111016,above510.63,412.181496177,415.713131644,55.542248141
167l,20111016,above510.73,367.181695858,370.312425574,50.3427592081
167l,20111016,above510.83,323.990391408,326.742267117,45.3676545788
167l,20111016,above510.93,282.200562324,284.572132505,39.5505603405
167l,20111016,above511.03,230.17915915,232.161067055,32.9788904993
167l,20111016,above511.13,176.569360134,178.19979114,26.77954952
167l,20111016,above511.23,133.614196855,134.899731608,20.6697680961
167l,20111016,above511.33,99.1362373016,100.071494258,14.6706504021
167l,20111016,above511.43,71.3934313747,71.9838468922,8.43654820124
167l,20111016,above511.53,41.4029945541,41.6936746109,3.37123520355
167l,20111016,above511.63,16.0670386408,16.1514789319,0.615191720765
