Site,Date,Plane_Height,Area_2D,Area_3D,Volume
035l,20000606,8kto25k,751.143703456,760.509459871,251.24653358
035l,20000606,above848.27,751.143703456,760.509459871,251.24653358
035l,20000606,above848.37,620.800252264,628.108533108,182.935214264
035l,20000606,above848.47,492.473232079,497.977131693,127.406860167
035l,20000606,above848.57,381.533576593,385.467989963,83.7658259292
035l,20000606,above848.67,280.411134091,283.009305415,50.7642614856
035l,20000606,above848.77,190.885580337,192.392202211,27.6103687036
035l,20000606,above848.87,130.506364922,131.221865708,11.5826258249
035l,20000606,above848.97,51.7739810693,52.0238424937,2.51882231064
035l,20000606,above849.07,5.66685100859,5.68548116407,0.0742070491837
035l,20000606,above849.17,0.0,0.0,0.0
