Site,Date,Plane_Height,Area_2D,Area_3D,Volume
063l,20080524,8kto25k,2365.10070335,2409.22823075,4700.14579241
063l,20080524,above799.64,3091.39420397,3142.70373324,4952.7630914
063l,20080524,above799.74,3064.62430944,3115.32326246,4716.72404979
063l,20080524,above799.84,3009.63260092,3059.24822734,4478.78468997
063l,20080524,above799.94,2929.17810333,2977.35170959,4242.13739484
063l,20080524,above800.04,2845.71749047,2892.20501743,4008.51415128
063l,20080524,above800.14,2768.30980092,2812.96803414,3778.41198423
063l,20080524,above800.24,2695.98947229,2738.75996286,3551.4802841
063l,20080524,above800.34,2624.70417257,2665.59172593,3324.75699326
063l,20080524,above800.44,2553.41362204,2592.42191257,3100.62828021
063l,20080524,above800.54,2482.78631076,2519.86350886,2876.85919774
063l,20080524,above800.64,2414.22630513,2449.19287513,2654.31343119
063l,20080524,above800.74,2343.5490841,2375.93143413,2435.13004617
063l,20080524,above800.84,2281.94534156,2311.31688241,2214.24844844
063l,20080524,above800.94,2226.31106864,2252.47885874,1989.4736538
