Site,Date,Plane_Height,Area_2D,Area_3D,Volume
063l,19960406,8kto25k,1093.89302262,1212.98098661,8671.97822137
063l,19960406,above799.64,4292.94840433,4507.47085123,13428.403361
063l,19960406,above799.74,4256.90341949,4467.41225782,13072.9151587
063l,19960406,above799.84,4221.15107631,4427.65244678,12715.0057271
063l,19960406,above799.94,4185.50163282,4388.01181941,12355.0729142
063l,19960406,above800.04,4150.27948164,4348.79285446,11993.3790093
063l,19960406,above800.14,4115.49530092,4310.00513652,11630.6443522
063l,19960406,above800.24,4080.8399862,4271.36000796,11267.0860737
063l,19960406,above800.34,4046.28214068,4232.82837072,10900.0398988
063l,19960406,above800.44,4011.78559276,4194.3806462,10531.9120368
063l,19960406,above800.54,3977.53045067,4156.1739389,10160.4825255
063l,19960406,above800.64,3943.55092967,4118.24301693,9786.70657335
063l,19960406,above800.74,3909.77486268,4080.51850924,9412.88303473
063l,19960406,above800.84,3876.17584565,4042.97727906,9033.84126332
063l,19960406,above800.94,3842.36095228,4005.25720045,8648.57948505
