Site,Date,Plane_Height,Area_2D,Area_3D,Volume
063l,20041209,8kto25k,1195.7678165,1217.79782591,467.302284291
063l,20041209,above799.64,1296.27602318,1323.09599495,532.04133035
063l,20041209,above799.74,1103.18097049,1128.76684795,484.581216316
063l,20041209,above799.84,989.429719345,1014.11900046,446.330104226
063l,20041209,above799.94,892.663772701,916.518495668,412.665792976
063l,20041209,above800.04,799.473947276,822.402215199,383.179781002
063l,20041209,above800.14,709.037770603,730.939650258,358.250242441
063l,20041209,above800.24,566.493816421,587.339942967,340.193653676
063l,20041209,above800.34,432.844285959,452.637623286,331.952918449
063l,20041209,above800.44,397.330331398,416.036411717,325.276011598
063l,20041209,above800.54,368.268433147,385.878788185,315.036143066
063l,20041209,above800.64,340.045582493,356.574656248,301.89526171
063l,20041209,above800.74,312.143241885,327.607433061,288.133816512
063l,20041209,above800.84,285.719537368,300.129244341,268.516466184
063l,20041209,above800.94,260.597048798,273.959069777,241.873400201
