Site,Date,Plane_Height,Area_2D,Area_3D,Volume
063l,20080403,8kto25k,3912.33611957,3964.0854691,6110.90723661
063l,20080403,above799.64,4554.46548942,4614.41836192,6358.37647621
063l,20080403,above799.74,4373.96065901,4431.57928526,5984.49204346
063l,20080403,above799.84,4220.54389178,4275.73174879,5620.76528124
063l,20080403,above799.94,4066.96719644,4119.72291262,5266.83967299
063l,20080403,above800.04,3925.29042318,3975.66246744,4922.36006314
063l,20080403,above800.14,3787.4359784,3835.44839135,4587.29971805
063l,20080403,above800.24,3653.87405626,3699.49731773,4261.56604611
063l,20080403,above800.34,3529.26367298,3572.17293671,3941.79450859
063l,20080403,above800.44,3397.20513013,3436.79610038,3630.64255274
063l,20080403,above800.54,3294.01252675,3330.10205809,3324.08151406
063l,20080403,above800.64,3190.70842691,3223.32166064,3022.14050074
063l,20080403,above800.74,3084.14059182,3113.45457119,2727.13418337
063l,20080403,above800.84,2940.52956698,2967.27414369,2435.87456011
063l,20080403,above800.94,2772.42654754,2796.79974677,2150.50368091
