Site,Date,Plane_Height,Area_2D,Area_3D,Volume
063l,20080209,8kto25k,3156.4745919,3174.72716097,1766.09608321
063l,20080209,above799.64,3221.75379186,3246.13894983,1806.34691407
063l,20080209,above799.74,3048.80339063,3072.0984668,1564.09842964
063l,20080209,above799.84,2837.18126659,2859.63037501,1335.750508
063l,20080209,above799.94,2631.45367741,2653.21221629,1122.8596479
063l,20080209,above800.04,2434.55447538,2455.69259935,924.678756971
063l,20080209,above800.14,2240.64338048,2261.22035844,741.348394424
063l,20080209,above800.24,2031.95560238,2052.04859618,574.017425729
063l,20080209,above800.34,1785.66962243,1805.37843229,421.078360954
063l,20080209,above800.44,1363.18053019,1382.4026643,298.042338146
063l,20080209,above800.54,781.030212045,799.484143197,216.482376738
063l,20080209,above800.64,347.424912992,365.189306399,189.53390729
063l,20080209,above800.74,275.15961588,292.285566526,177.370181856
063l,20080209,above800.84,216.397816856,232.926037883,163.18272561
063l,20080209,above800.94,167.194196875,183.104935652,144.627531446
