Site,Date,Plane_Height,Area_2D,Area_3D,Volume,Errors
045l,5/5/2002,minto8K(820.39),13278.17,14266.15,4149.196,1460.598
045l,11/18/2004,minto8K(820.19),12677.24,13459.54,2944.622,1394.496
045l,12/7/2004,minto8K(820.19),13279.11,14083.11,4077.85,1460.702
045l,2/7/2008,minto8K(820.19),13197.14,14239.7,4714.465,1451.685
045l,3/31/2008,minto8K(819.99),13159.38,14083.18,4778.482,1447.532
