Site,Date,Plane_Height,Area_2D,Area_3D,Volume
050r,20030924,8kto25k,1050.24745966,1076.39880387,346.404705963
050r,20030924,above830.5,1909.35815762,1947.83535972,735.234154738
050r,20030924,above830.6,1853.52116459,1890.98780737,713.768695613
050r,20030924,above830.7,1800.02265779,1836.35268193,693.338059767
050r,20030924,above830.8,1751.4804854,1786.56387997,673.51621406
050r,20030924,above830.9,1709.96313649,1743.6715755,654.121636847
050r,20030924,above831.0,1668.70057231,1701.02825992,634.841748206
050r,20030924,above831.1,1620.10786771,1651.27126534,613.916187458
050r,20030924,above831.2,1562.25838466,1592.52299627,592.9474227
050r,20030924,above831.3,1504.38530259,1533.76718848,573.795887856
050r,20030924,above831.4,1446.81971409,1475.3269626,557.112904826
050r,20030924,above831.5,1389.9996949,1417.63621728,542.767616865
050r,20030924,above831.6,1334.97611687,1361.72920928,530.392649977
050r,20030924,above831.7,1281.71477006,1307.57180184,519.557394814
050r,20030924,above831.8,1232.54266961,1257.46740704,509.786481408
050r,20030924,above831.9,1186.48175387,1210.43201718,500.655802785
050r,20030924,above832.0,1142.66956842,1165.5732674,491.861949715
050r,20030924,above832.1,1101.1320667,1122.9087065,483.098154058
050r,20030924,above832.2,1062.74354282,1083.30107613,473.919018768
050r,20030924,above832.3,1026.65690528,1045.95903884,463.80341372
050r,20030924,above832.4,992.687891509,1010.68338361,452.357907018
050r,20030924,above832.5,959.928356882,976.578725599,439.671899517
050r,20030924,above832.6,928.271128052,943.581985022,425.721818826
050r,20030924,above832.7,897.278319106,911.278382302,410.625108758
050r,20030924,above832.8,867.750610969,880.4571578,394.14406856
050r,20030924,above832.9,838.933407883,850.381078236,375.650564114
050r,20030924,above833.0,808.284256738,818.51472347,354.783418698
050r,20030924,above833.1,771.697615199,780.723333808,332.116896456
050r,20030924,above833.2,735.492572902,743.420578513,308.015239043
050r,20030924,above833.3,697.878522701,704.829049719,282.871402141
050r,20030924,above833.4,656.672327496,662.738928238,256.668713466
050r,20030924,above833.5,618.102125045,623.346777655,228.928003766
050r,20030924,above833.6,583.040234094,587.51469284,200.592962184
050r,20030924,above833.7,544.032802642,547.794199922,172.119967542
050r,20030924,above833.8,505.324282034,508.388932837,143.30868085
050r,20030924,above833.9,466.643037452,469.042111263,113.560527408
050r,20030924,above834.0,414.462148398,416.240721224,82.2426656268
050r,20030924,above834.1,339.643179808,340.864961759,51.973303989
050r,20030924,above834.2,236.180956782,236.925653587,27.1864008204
050r,20030924,above834.3,114.164606407,114.544856962,12.1863504709
050r,20030924,above834.4,51.0592137495,51.2674462081,4.61323654458
