Site,Date,Plane_Height,Area_2D,Area_3D,Volume
050r,19971110,8kto25k,832.425606949,858.793059502,552.598844681
050r,19971110,above830.5,1166.06298847,1201.1592557,689.065844757
050r,19971110,above830.6,1166.06298847,1201.1592557,674.226496454
050r,19971110,above830.7,1165.73981177,1200.82424218,655.896728302
050r,19971110,above830.8,1148.97503139,1183.78009866,634.173206212
050r,19971110,above830.9,1086.26654424,1120.21216174,612.37552082
050r,19971110,above831.0,1028.22437828,1061.10538344,593.440408753
050r,19971110,above831.1,989.352675231,1020.94957924,572.970520119
050r,19971110,above831.2,954.565777967,984.668454293,550.660548834
050r,19971110,above831.3,922.335530543,950.837590337,527.727361536
050r,19971110,above831.4,891.466188818,918.320150769,504.620073614
050r,19971110,above831.5,861.055780521,886.256711562,481.187767434
050r,19971110,above831.6,830.514929204,854.084133125,457.167238061
050r,19971110,above831.7,797.432124888,819.494266358,432.412377825
050r,19971110,above831.8,760.936825568,781.640130471,407.110887774
050r,19971110,above831.9,722.936788912,742.368017742,381.405505117
050r,19971110,above832.0,682.998186217,701.256381632,355.42087412
050r,19971110,above832.1,641.48333891,658.640062347,329.255295252
050r,19971110,above832.2,596.382101112,612.543111964,302.978025833
050r,19971110,above832.3,548.338597874,563.564246931,276.669412256
050r,19971110,above832.4,496.336305448,510.671008246,250.512725012
050r,19971110,above832.5,446.494561958,459.828586944,224.933802017
050r,19971110,above832.6,410.551358423,422.532729685,199.065208387
050r,19971110,above832.7,378.738028365,389.277853171,172.162705336
050r,19971110,above832.8,344.703435494,353.83528506,144.700110038
050r,19971110,above832.9,304.449539929,312.292809813,117.550623028
050r,19971110,above833.0,253.968107401,260.616535388,92.2747062364
050r,19971110,above833.1,207.8420692,213.366013922,70.5895132242
050r,19971110,above833.2,172.076871304,176.447325856,52.0119598102
050r,19971110,above833.3,139.826504968,143.015997193,36.4715320891
