Site,Date,Plane_Height,Area_2D,Area_3D,Volume
044l,20000913,8kto25k,2098.55192722,2147.42317871,1350.15062815
044l,20000913,above836.92,3988.53852152,4083.77311816,2024.04111821
044l,20000913,above837.02,3902.05695251,3995.24995784,1980.81996422
044l,20000913,above837.12,3819.34920698,3910.36471681,1937.09947999
044l,20000913,above837.22,3742.65867567,3831.35670679,1891.10107307
044l,20000913,above837.32,3669.35853344,3755.67491497,1842.99866819
044l,20000913,above837.42,3597.41779506,3681.3605241,1792.33080022
044l,20000913,above837.52,3525.90120174,3607.50097593,1738.85745657
044l,20000913,above837.62,3454.15989943,3533.46494272,1682.84502588
044l,20000913,above837.72,3379.16805455,3456.28625294,1623.64454068
044l,20000913,above837.82,3301.39386014,3376.41272471,1561.42697865
044l,20000913,above837.92,3216.09748191,3289.13750034,1496.55984794
044l,20000913,above838.02,3118.78840608,3189.97895015,1430.15301348
044l,20000913,above838.12,3016.73966173,3086.10765079,1363.04509161
044l,20000913,above838.22,2910.57047333,2978.12122323,1296.06708229
044l,20000913,above838.32,2802.60191279,2868.33724829,1230.5588725
044l,20000913,above838.42,2701.32209187,2765.21431379,1167.76885746
044l,20000913,above838.52,2610.34871041,2672.34676025,1107.55425977
044l,20000913,above838.62,2523.36569848,2583.44223223,1049.35604843
044l,20000913,above838.72,2438.42773113,2496.5568456,992.749525765
044l,20000913,above838.82,2354.26090492,2410.42808328,937.150259879
044l,20000913,above838.92,2272.33082113,2326.51610486,882.408499675
044l,20000913,above839.02,2193.19160998,2245.37355915,828.242666355
044l,20000913,above839.12,2112.72397365,2162.90063832,774.490235866
044l,20000913,above839.22,2011.99272655,2060.20015858,722.080234105
044l,20000913,above839.32,1889.9865943,1936.34993945,673.890490055
044l,20000913,above839.42,1768.41541134,1813.0130595,630.611262283
044l,20000913,above839.52,1657.2407716,1700.10891598,592.771686763
044l,20000913,above839.62,1556.84656912,1597.98869758,558.432819922
044l,20000913,above839.72,1452.08084863,1491.42778243,527.536820285
044l,20000913,above839.82,1353.60222197,1390.91243379,500.08700922
044l,20000913,above839.92,1270.55282261,1305.34966139,474.671345092
044l,20000913,above840.02,1202.64406323,1234.55588309,449.622943622
044l,20000913,above840.12,1139.91056639,1168.7594864,423.762121203
044l,20000913,above840.22,1077.07582742,1102.80945323,396.739152485
044l,20000913,above840.32,1010.97797158,1033.72064657,368.394728971
044l,20000913,above840.42,938.654079375,958.731739809,339.272779164
044l,20000913,above840.52,862.635498358,880.321790039,310.681537048
044l,20000913,above840.62,786.662754551,802.21570724,283.205377321
044l,20000913,above840.72,713.006287237,726.639495888,257.273233284
044l,20000913,above840.82,642.332111856,654.18772839,232.692479354
044l,20000913,above840.92,574.711138983,584.927309745,208.87738247
044l,20000913,above841.02,510.925108131,519.656247929,185.687236766
044l,20000913,above841.12,449.589300882,457.004566273,163.321012307
044l,20000913,above841.22,395.260681416,401.51042721,141.946955001
044l,20000913,above841.32,349.025711127,354.246440238,121.09889686
044l,20000913,above841.42,308.28431284,312.528750531,99.9376321299
044l,20000913,above841.52,269.884167288,273.159783973,77.6261463183
044l,20000913,above841.62,234.382941573,236.727404186,54.7135338684
044l,20000913,above841.72,185.662752448,187.2413884,33.9035970707
