Date:Area.High:Volume.High:Area.Fluc:Volume.Fluc:Area.Low:Volume.Low:Volume.x:Volume.y:Total_Site_Vol
1990-09-28:2,237:697  ±  89:1,955:1,339 ± 78:NA:NA ± NA:NA:NA:NA
1991-07-26:2,183:627  ±  87:2,264:1,382 ± 91:NA:NA ± NA:NA:NA:NA
1991-09-26:2,201:475  ±  88:2,113:1,407 ± 85:NA:NA ± NA:NA:NA:NA
1991-10-26:2,195:621  ±  88:2,091:1,376 ± 84:NA:NA ± NA:NA:NA:NA
1992-10-19:2,262:714  ±  90:1,971:1,338 ± 79:4,222:4,524 ± 1,056:6,576 ± 1,225:44,097 ± 4,064:50,673 ± 5,289
1993-04-03:2,165:642  ±  87:1,989:1,222 ± 80:4,291:4,486 ± 772:6,350 ± 938:43,795 ± 2,932:50,145 ± 3,871
1993-10-10:2,222:729  ±  89:1,947:1,333 ± 78:4,106:5,095 ± 739:7,158 ± 906:32,312 ± 2,844:39,469 ± 3,750
1994-04-10:2,214:545  ±  89:2,137:1,358 ± 85:4,056:4,435 ± 730:6,338 ± 904:20,871 ± 2,782:27,209 ± 3,686
1994-11-22:2,171:642  ±  87:2,003:1,211 ± 80:4,273:4,249 ± 769:6,102 ± 936:33,695 ± 2,866:39,797 ± 3,802
1995-04-27:2,164:554  ±  87:1,914:1,136 ± 77:4,368:5,527 ± 786:7,217 ± 949:34,827 ± 2,808:42,044 ± 3,757
1996-02-15:2,181:626  ±  87:2,060:1,273 ± 82:4,217:5,718 ± 759:7,617 ± 929:32,826 ± 2,897:40,443 ± 3,826
1996-04-18:2,745:1539  ±  110:1,326:1,575 ± 53:4,388:5,087 ± 790:8,201 ± 953:7,569 ± 2,955:15,769 ± 3,908
1996-09-16:2,694:1423  ±  108:1,314:1,315 ± 53:4,440:5,062 ± 799:7,800 ± 960:25,364 ± 2,945:33,164 ± 3,905
1997-02-16:2,666:1386  ±  107:1,441:1,342 ± 58:4,321:4,611 ± 778:7,339 ± 942:34,886 ± 2,921:42,225 ± 3,863
1997-04-23:2,670:1457  ±  107:1,581:1,572 ± 63:4,208:5,167 ± 757:8,196 ± 927:17,978 ± 2,955:26,175 ± 3,883
1997-08-27:2,633:1362  ±  105:2,053:1,932 ± 82:3,768:6,463 ± 678:9,757 ± 866:25,974 ± 2,955:35,731 ± 3,821
1997-11-09:2,583:1304  ±  103:1,440:1,373 ± 58:NA:NA ± NA:NA:NA:NA
1998-04-17:2,544:1278  ±  102:2,115:1,938 ± 85:3,759:6,349 ± 677:9,564 ± 863:34,651 ± 2,955:44,215 ± 3,818
1999-05-08:2,525:1177  ±  101:2,040:1,588 ± 82:3,893:8,604 ± 701:11,369 ± 883:34,883 ± 2,955:46,252 ± 3,839
2000-03-22:2,169:1068  ±  87:1,238:1,002 ± 50:4,313:7,960 ± 776:10,031 ± 913:32,433 ± 2,955:42,464 ± 3,868
2000-06-07:2,138:995  ±  86:1,300:1,060 ± 52:NA:NA ± NA:NA:NA:NA
2000-08-23:2,529:1211  ±  101:1,691:1,390 ± 68:3,988:7,415 ± 718:10,015 ± 887:41,986 ± 2,951:52,001 ± 3,838
2000-09-12:2,543:1211  ±  102:1,824:1,618 ± 73:4,084:6,346 ± 735:9,175 ± 910:29,276 ± 2,955:38,450 ± 3,865
2001-10-07:2,540:1239  ±  102:1,610:1,226 ± 64:NA:NA ± NA:NA:NA:NA
2002-05-03:2,508:1157  ±  100:1,217:909 ± 49:4,638:4,110 ± 510:6,177 ± 659:40,823 ± 1,785:47,000 ± 2,444
2002-09-24:2,504:1162  ±  100:1,261:742 ± 50:NA:NA ± NA:NA:NA:NA
2003-04-29:2,488:1151  ±  100:1,568:902 ± 63:NA:NA ± NA:NA:NA:NA
