Date:Area.High:Volume.High:Area.Fluc:Volume.Fluc:Area.Low:Volume.Low:Volume.x:Volume.y:Total_Site_Vol
1990-10-14:893:1076  ±  36:2,995:5,177 ± 120:NA:NA ± NA:NA:NA:NA
1991-07-28:856:957  ±  34:3,088:5,286 ± 124:NA:NA ± NA:NA:NA:NA
1992-10-17:884:986  ±  35:2,580:3,700 ± 103:855:2,637 ± 154:7,323 ± 292:NA:NA ± NA
1993-04-02:927:1032  ±  37:2,543:3,698 ± 102:4,980:10,013 ± 896:14,742 ± 1,035:4,600 ± 1,172:19,342 ± 2,207
1993-10-09:900:967  ±  36:1,527:2,286 ± 61:5,973:6,950 ± 1,075:10,203 ± 1,172:6,529 ± 1,483:16,731 ± 2,655
1994-04-09:892:969  ±  36:2,138:2,317 ± 86:5,427:8,727 ± 977:12,013 ± 1,098:5,257 ± 1,506:17,271 ± 2,604
1994-11-21:849:923  ±  34:2,030:2,422 ± 81:NA:NA ± NA:NA:NA:NA
1995-04-26:835:915  ±  33:1,156:1,587 ± 46:6,621:9,101 ± 1,192:11,603 ± 1,271:7,516 ± 1,515:19,119 ± 2,786
1996-02-16:756:827  ±  30:2,265:2,641 ± 91:5,589:8,183 ± 1,006:11,650 ± 1,127:7,700 ± 1,515:19,351 ± 2,642
1996-04-17:1,977:2333  ±  79:2,000:6,047 ± 80:4,643:10,934 ± 836:19,314 ± 995:7,017 ± 1,515:26,331 ± 2,510
1996-09-15:1,307:1602  ±  52:2,400:4,134 ± 96:4,913:8,541 ± 884:14,277 ± 1,033:6,104 ± 1,515:20,381 ± 2,548
1997-02-15:1,263:1637  ±  51:2,672:4,698 ± 107:4,684:9,078 ± 843:15,413 ± 1,001:4,205 ± 1,515:19,618 ± 2,516
1997-04-22:1,043:1327  ±  42:2,981:4,964 ± 119:4,591:10,910 ± 826:17,201 ± 987:8,673 ± 1,515:25,875 ± 2,503
1997-08-26:892:1054  ±  36:3,197:5,014 ± 128:4,525:12,052 ± 815:18,120 ± 978:9,126 ± 1,515:27,246 ± 2,493
1997-11-08:859:841  ±  34:2,006:4,328 ± 80:NA:NA ± NA:NA:NA:NA
1998-04-16:762:888  ±  30:2,915:3,565 ± 117:4,878:10,130 ± 878:14,584 ± 1,025:10,740 ± 1,515:25,324 ± 2,540
1999-05-07:666:738  ±  27:2,147:2,109 ± 86:5,787:8,654 ± 1,042:11,501 ± 1,154:8,120 ± 1,515:19,621 ± 2,669
2000-03-20:517:558  ±  21:2,896:2,099 ± 116:5,010:11,721 ± 902:14,377 ± 1,038:7,023 ± 1,515:21,400 ± 2,553
2000-06-05:656:512  ±  26:2,772:3,369 ± 111:5,142:11,370 ± 926:15,250 ± 1,063:7,270 ± 1,515:22,521 ± 2,578
2000-08-21:554:480  ±  22:2,683:3,148 ± 107:5,357:10,837 ± 964:14,464 ± 1,094:5,200 ± 1,515:19,664 ± 2,609
2000-09-11:673:499  ±  27:3,142:3,934 ± 126:4,805:7,705 ± 529:12,138 ± 681:4,870 ± 926:17,008 ± 1,607
2001-10-06:567:467  ±  23:2,527:2,711 ± 101:NA:NA ± NA:NA:NA:NA
2002-05-04:560:448  ±  22:2,238:2,166 ± 90:5,744:9,178 ± 632:11,791 ± 744:5,248 ± 926:17,040 ± 1,670
2002-09-22:544:432  ±  22:2,369:2,549 ± 95:NA:NA ± NA:NA:NA:NA
2003-04-27:473:364  ±  19:2,786:2,442 ± 111:NA:NA ± NA:NA:NA:NA
2003-09-22:483:366  ±  19:2,532:2,524 ± 101:NA:NA ± NA:NA:NA:NA
2004-06-02:484:367  ±  19:2,747:2,557 ± 110:5,305:11,568 ± 584:14,492 ± 713:5,359 ± 926:19,852 ± 1,639
2004-11-15:468:359  ±  19:1,627:1,261 ± 65:6,431:8,729 ± 707:10,349 ± 791:5,964 ± 926:16,313 ± 1,717
2004-12-05:1,811:1565  ±  72:1,747:6,036 ± 70:5,059:8,327 ± 556:15,928 ± 699:7,119 ± 926:23,047 ± 1,625
2005-05-09:1,338:1157  ±  54:2,193:4,905 ± 88:NA:NA ± NA:NA:NA:NA
2006-10-09:898:779  ±  36:973:1,914 ± 39:NA:NA ± NA:NA:NA:NA
2007-10-15:591:459  ±  24:1,147:845 ± 46:NA:NA ± NA:NA:NA:NA
2008-02-04:604:456  ±  24:1,731:1,237 ± 69:6,262:8,961 ± 689:10,654 ± 782:6,809 ± 926:17,463 ± 1,708
2008-03-30:1,184:949  ±  47:2,080:4,401 ± 83:5,356:9,889 ± 589:15,239 ± 720:6,403 ± 926:21,643 ± 1,646
2008-05-19:1,098:876  ±  44:2,448:4,064 ± 98:NA:NA ± NA:NA:NA:NA
2008-10-13:833:633  ±  33:1,975:2,550 ± 79:NA:NA ± NA:NA:NA:NA
2009-10-12:605:424  ±  24:1,911:1,859 ± 76:NA:NA ± NA:NA:NA:NA
2011-10-07:268:66  ±  11:2,960:4,594 ± 118:NA:NA ± NA:NA:NA:NA
2012-10-04:293:58  ±  12:2,699:2,559 ± 108:NA:NA ± NA:NA:NA:NA
2012-11-28:1,628:998  ±  65:2,287:6,093 ± 91:NA:NA ± NA:NA:NA:NA
2013-09-23:1,388:867  ±  56:1,679:4,107 ± 67:NA:NA ± NA:NA:NA:NA
2014-09-26:1,117:792  ±  45:1,306:2,732 ± 52:NA:NA ± NA:NA:NA:NA
2015-09-25:808:335  ±  32:1,982:2,175 ± 79:NA:NA ± NA:NA:NA:NA
2016-10-03:618:259  ±  25:1,546:1,350 ± 62:NA:NA ± NA:NA:NA:NA
