Site,Date,Plane_Height,Area_2D,Area_3D,Volume
123l,19921027,8kto25k,1578.81124582,1614.33622312,1034.52549563
123l,19921027,above608.9,2244.49054335,2288.54902985,1122.45262
123l,19921027,above609.0,2167.28676817,2209.69249589,1056.51859201
123l,19921027,above609.1,2097.45486142,2138.1767145,992.909679791
123l,19921027,above609.2,2032.78728313,2071.79153598,930.882640918
123l,19921027,above609.3,1970.5684305,2007.87251835,870.108249396
123l,19921027,above609.4,1907.38189246,1943.09136772,811.261209443
123l,19921027,above609.5,1845.70997648,1880.07113771,754.293990477
123l,19921027,above609.6,1773.18982962,1806.44357071,700.213809981
123l,19921027,above609.7,1694.70488373,1726.99103396,650.643420285
123l,19921027,above609.8,1624.32612327,1655.68649608,604.069992804
123l,19921027,above609.9,1565.23069247,1595.60739951,559.418863329
123l,19921027,above610.0,1515.70040926,1545.05945536,515.845538933
123l,19921027,above610.1,1466.46673209,1494.82547359,472.456441311
123l,19921027,above610.2,1361.5431026,1388.87490595,432.377318323
123l,19921027,above610.3,1280.01330442,1305.95750949,399.620154037
123l,19921027,above610.4,1239.18382272,1263.31522574,371.054465325
123l,19921027,above610.5,1208.52244334,1230.72625004,343.642021985
123l,19921027,above610.6,1178.9204512,1199.17466565,316.924466436
123l,19921027,above610.7,1148.74470914,1167.09807365,290.728315792
123l,19921027,above610.8,1116.63423908,1133.22451224,263.931622224
123l,19921027,above610.9,1082.5697607,1097.52559244,236.515790336
123l,19921027,above611.0,1041.89745386,1055.4408797,209.131350994
123l,19921027,above611.1,995.356526508,1007.65532859,182.015700476
123l,19921027,above611.2,945.213350989,956.384184351,154.991675405
123l,19921027,above611.3,886.065956576,896.307272143,128.616920587
123l,19921027,above611.4,779.565800876,788.88715331,103.746642344
123l,19921027,above611.5,649.682637926,658.131923713,86.6073029148
123l,19921027,above611.6,567.86293531,575.479771638,77.1608959521
123l,19921027,above611.7,514.039421735,520.922666518,70.5294798048
123l,19921027,above611.8,468.196873652,474.465971263,65.7683025489
123l,19921027,above611.9,427.884114429,433.636492066,62.0760306279
123l,19921027,above612.0,386.074750216,391.389311069,59.4594253285
123l,19921027,above612.1,347.22606611,352.167379485,57.8584177728
123l,19921027,above612.2,312.337602904,316.957302992,57.0024199007
123l,19921027,above612.3,280.996349315,285.320044447,56.6912713873
123l,19921027,above612.4,253.169091738,257.231100086,56.7809017807
123l,19921027,above612.5,229.942719704,233.748527483,56.8649913325
123l,19921027,above612.6,207.942449931,211.496956023,56.4230200808
123l,19921027,above612.7,187.378338559,190.679737313,55.5923436024
123l,19921027,above612.8,168.218098104,171.263972136,53.5064832245
123l,19921027,above612.9,150.09345108,152.885729071,50.4144518258
123l,19921027,above613.0,133.367429337,135.901495606,46.6341721588
123l,19921027,above613.1,118.713018783,120.977283851,42.3079486797
123l,19921027,above613.2,105.387458268,107.379125515,37.6039026229
123l,19921027,above613.3,92.5034265389,94.2339313885,32.1775015463
123l,19921027,above613.4,79.7043188594,81.1937301206,26.3069720676
123l,19921027,above613.5,67.3211355488,68.5805956158,20.4283407436
123l,19921027,above613.6,55.5340360394,56.5738681344,15.1354556611
123l,19921027,above613.7,44.3967198044,45.226276458,10.3726181222
123l,19921027,above613.8,33.8351637012,34.4647105933,6.47804228991
