Site,Date,Plane_Height,Area_2D,Area_3D,Volume
045l,20091014,8kto25k,1514.96340964,1555.61898298,2239.99510493
045l,20091014,above836.29,3293.18915269,3365.3253789,3242.74245772
045l,20091014,above836.39,3130.03294891,3200.80361326,3093.32791544
045l,20091014,above836.49,2997.46417557,3066.95036491,2952.57198044
045l,20091014,above836.59,2858.48244676,2926.71599437,2818.81477912
045l,20091014,above836.69,2731.32227149,2798.24791123,2694.27563898
045l,20091014,above836.79,2605.13919013,2670.7541064,2576.98938512
045l,20091014,above836.89,2487.41102911,2551.8384882,2465.99089053
045l,20091014,above836.99,2372.6103157,2435.83167545,2357.71836916
045l,20091014,above837.09,2217.20272274,2279.05500045,2257.24984752
045l,20091014,above837.19,2134.91803457,2195.11073988,2163.93613695
045l,20091014,above837.29,2085.45609971,2143.74441858,2073.71985459
045l,20091014,above837.39,2053.39644839,2109.60583806,1983.83142057
045l,20091014,above837.49,2032.17583004,2086.13581982,1893.89213986
045l,20091014,above837.59,2013.21753774,2064.88088634,1803.59375857
045l,20091014,above837.69,1994.02988239,2043.40121467,1713.26699678
045l,20091014,above837.79,1973.02055396,2020.0961539,1623.21424878
045l,20091014,above837.89,1950.39277187,1995.16947316,1533.68593499
045l,20091014,above837.99,1926.51941734,1969.02936271,1444.88024457
045l,20091014,above838.09,1900.46536847,1940.78987484,1356.99256349
045l,20091014,above838.19,1869.76329033,1907.96996376,1270.37591866
045l,20091014,above838.29,1838.82783867,1874.93070361,1185.3278398
045l,20091014,above838.39,1811.3725214,1845.33672781,1101.64029739
045l,20091014,above838.49,1783.6333996,1815.52130998,1019.11370034
045l,20091014,above838.59,1755.35900031,1785.24210578,937.736067329
045l,20091014,above838.69,1713.26130868,1741.23522986,858.04953884
045l,20091014,above838.79,1666.46237401,1692.57157402,781.371853456
045l,20091014,above838.89,1617.28585325,1641.6223539,707.762533203
045l,20091014,above838.99,1570.73031439,1593.41934164,636.817603506
045l,20091014,above839.09,1526.49946414,1547.60326795,567.875243765
045l,20091014,above839.19,1450.65589568,1470.2300535,500.3118058
045l,20091014,above839.29,1349.77376497,1367.7646927,437.101747007
045l,20091014,above839.39,1275.47494808,1291.84603873,376.866013707
045l,20091014,above839.49,1208.33737149,1222.99355114,319.392733489
045l,20091014,above839.59,1075.79783569,1088.74078852,267.448478153
045l,20091014,above839.69,917.311303103,928.673179609,227.471928357
045l,20091014,above839.79,796.59825912,806.664597421,198.072461247
045l,20091014,above839.89,708.057550376,717.174650735,175.692448684
045l,20091014,above839.99,627.794317899,636.232056153,158.969699425
045l,20091014,above840.09,583.642207648,591.544187915,145.408150598
045l,20091014,above840.19,544.717883682,552.100692217,133.232517862
045l,20091014,above840.29,508.464407565,515.313698258,121.95289585
045l,20091014,above840.39,468.560690001,474.846761202,111.431294594
045l,20091014,above840.49,425.886738936,431.6101792,101.526717736
045l,20091014,above840.59,385.127880225,390.27290398,91.9712399687
045l,20091014,above840.69,348.981037192,353.558265718,82.2710450477
045l,20091014,above840.79,314.535027369,318.580962209,72.4748700528
045l,20091014,above840.89,281.788961574,285.331441333,63.24586632
045l,20091014,above840.99,246.247200574,249.310670822,54.8503287192
045l,20091014,above841.09,217.095696251,219.710369724,47.5915686381
045l,20091014,above841.19,184.34878593,186.519008687,40.5248843535
045l,20091014,above841.29,158.697929685,160.407937102,33.8170500133
045l,20091014,above841.39,134.445057146,135.747716343,27.3425700333
045l,20091014,above841.49,107.959861751,108.930246731,21.1342324019
045l,20091014,above841.59,85.1515175084,85.8588346176,15.4879550322
045l,20091014,above841.69,64.0482348317,64.5361725069,10.6431969083
045l,20091014,above841.79,44.5798608165,44.8946558963,6.55061660112
045l,20091014,above841.89,27.6086330686,27.8122424884,3.34281660214
045l,20091014,above841.99,14.3009669206,14.4159959185,1.3268440402
