Site,Date,Plane_Height,Area_2D,Area_3D,Volume
008l,20000910,8kto25k,1154.06811468,1160.62275213,461.866092733
008l,20000910,above913.47,1621.9037715,1630.55280733,597.620791037
008l,20000910,above913.57,1578.54704669,1586.80655992,572.022019506
008l,20000910,above913.67,1542.50648702,1550.30040048,543.640938039
008l,20000910,above913.77,1506.19261978,1513.50788631,512.143070676
008l,20000910,above913.87,1466.11202666,1472.98467285,479.309207898
008l,20000910,above913.97,1421.70335832,1428.17648641,446.557971098
008l,20000910,above914.07,1372.35112926,1378.40650803,414.387019786
008l,20000910,above914.17,1317.3955875,1323.01763829,383.009154815
008l,20000910,above914.27,1247.74263837,1252.94305027,352.946809664
008l,20000910,above914.37,1168.12221581,1172.89278974,325.364281616
008l,20000910,above914.47,1095.03236611,1099.33762186,298.725629808
008l,20000910,above914.57,1019.03465741,1022.87983748,270.599333271
008l,20000910,above914.67,938.624939287,942.079790805,242.227412489
008l,20000910,above914.77,844.598079175,847.717719194,215.707872385
008l,20000910,above914.87,738.148627682,740.981174239,191.161439934
008l,20000910,above914.97,619.175254888,621.749981605,168.827315547
008l,20000910,above915.07,519.347188826,521.631068619,148.737304679
008l,20000910,above915.17,438.707757353,440.678855343,126.543820845
008l,20000910,above915.27,383.014882305,384.707856734,100.384011667
008l,20000910,above915.37,336.93714457,338.345743769,71.8907695336
008l,20000910,above915.47,288.602538563,289.723110533,42.9751774592
008l,20000910,above915.57,164.05326723,164.868580932,20.1790196062
008l,20000910,above915.67,86.8195772533,87.3446772547,8.12079376621
