Site,Date,Plane_Height,Area_2D,Area_3D,Volume
065r,20040607,8kto25k,1021.6299236,1027.22332393,362.84516178
065r,20040607,above796.73,1027.99729914,1037.27920851,366.284720386
065r,20040607,above796.83,869.23804945,877.801223075,289.759507001
065r,20040607,above796.93,749.472183176,757.445920742,223.28970332
065r,20040607,above797.03,635.084962088,642.634782163,165.138873967
065r,20040607,above797.13,516.866575841,524.101394285,115.767749028
065r,20040607,above797.23,374.732247261,381.7254721,79.061712669
065r,20040607,above797.33,280.064534592,286.830626464,52.4994712286
065r,20040607,above797.43,210.033389465,216.541753947,33.3214589243
065r,20040607,above797.53,146.932423177,153.149591362,19.78745712
065r,20040607,above797.63,75.0886485167,80.9753023664,11.980802858
065r,20040607,above797.73,34.8273336727,40.4710835291,9.48439542503
065r,20040607,above797.83,24.5268769975,29.9316307274,8.04198536289
065r,20040607,above797.93,17.2973276723,22.4359651702,6.79237307893
065r,20040607,above798.03,12.2350909983,17.0979807338,5.81324928276
065r,20040607,above798.13,9.67507142159,14.2290839318,5.06551158658
065r,20040607,above798.23,8.18432732132,12.4024817556,4.40562569474
065r,20040607,above798.33,6.99581488042,10.8825048913,3.79015365684
065r,20040607,above798.43,5.98410734965,9.54075147672,3.2146774505
065r,20040607,above798.53,5.16983742956,8.39876241429,2.68562433569
065r,20040607,above798.63,4.46033827973,7.36007672456,2.20883585402
