Site,Date,Plane_Height,Area_2D,Area_3D,Volume
065r,20071019,8kto25k,500.564471061,505.055401202,231.14953407
065r,20071019,above796.73,525.530654024,531.132181001,236.58233263
065r,20071019,above796.83,479.563772557,484.837529334,204.224462961
065r,20071019,above796.93,432.578814857,437.504464932,173.095798999
065r,20071019,above797.03,386.398273059,390.998154319,143.055820812
065r,20071019,above797.13,337.928850249,342.232029709,115.443009769
065r,20071019,above797.23,291.431686295,295.440629464,91.2627865991
065r,20071019,above797.33,250.362176592,254.014031429,69.8145907897
065r,20071019,above797.43,191.290447173,194.657239709,53.2809101849
065r,20071019,above797.53,134.752688748,137.906982453,41.0569801824
065r,20071019,above797.63,87.6829194531,90.7165646895,33.9068991139
065r,20071019,above797.73,68.4324565358,71.3255316,28.5722631022
065r,20071019,above797.83,53.3570031007,56.1195840798,23.9743545965
065r,20071019,above797.93,43.2548232145,45.8210060663,20.0639075176
065r,20071019,above798.03,39.2973540559,41.5276933223,16.4186302502
065r,20071019,above798.13,35.6341832075,37.5295278903,13.0062546908
065r,20071019,above798.23,32.0139428575,33.5853232003,9.85093102016
065r,20071019,above798.33,28.0973917864,29.3664364028,6.98244621092
065r,20071019,above798.43,21.020378823,22.0505251554,4.52612070519
065r,20071019,above798.53,12.833024005,13.6855054833,2.93318409742
065r,20071019,above798.63,9.35798813047,10.0099220134,1.83324888017
