Site,Date,Plane_Height,Area_2D,Area_3D,Volume
065r,20130927,8kto25k,1072.06175148,1097.70033859,1127.99080746
065r,20130927,above796.73,1464.76483309,1494.2554786,1233.96264769
065r,20130927,above796.83,1236.90046707,1265.45935836,1115.37996574
065r,20130927,above796.93,1018.10192499,1045.60287933,1020.73102335
065r,20130927,above797.03,933.962102814,960.377958463,934.190546995
065r,20130927,above797.13,862.606448182,887.880418529,853.042251129
065r,20130927,above797.23,804.519267873,828.497569766,777.024361979
065r,20130927,above797.33,754.827102771,777.340749768,705.157162752
065r,20130927,above797.43,711.118357946,731.970059432,637.043495057
065r,20130927,above797.53,672.763653805,691.794726348,572.250102281
065r,20130927,above797.63,644.718771886,661.822508917,509.912354044
065r,20130927,above797.73,620.060733561,635.170874349,449.071126792
065r,20130927,above797.83,596.142581107,609.316766508,389.702666349
065r,20130927,above797.93,563.57622493,574.93075786,332.510324761
065r,20130927,above798.03,536.77438972,546.372272079,278.019761524
065r,20130927,above798.13,507.818686609,515.699927503,226.05379991
065r,20130927,above798.23,480.891024285,487.155922923,176.787797234
065r,20130927,above798.33,437.461274543,442.195709307,130.914150613
065r,20130927,above798.43,363.356054704,366.667715489,90.8897554366
065r,20130927,above798.53,277.310270344,279.521551991,58.5640218355
065r,20130927,above798.63,168.74911032,170.19719736,36.4608565799
