Site,Date,Plane_Height,Area_2D,Area_3D,Volume,Errors
065r,3/27/1996,minto8K(792.43),11131.17,11546.29,20928.97,2003.611
065r,4/6/1996,minto8K(792.23),11372.37,11699.41,14322.63,2047.027
065r,4/26/1997,minto8K(792.33),6959.73,7374.201,26502.72,1252.751
065r,8/30/1997,minto8K(792.23),8561.196,8959.165,21940.46,1541.015
065r,4/21/1998,minto8K(792.33),10701.86,11072.8,24319.93,1926.334
065r,5/10/1999,minto8K(792.13),11008.97,11281.51,19181.92,1981.615
065r,3/25/2000,minto8K(792.23),12976.15,13380.82,22059.52,2335.708
065r,8/23/2000,minto8K(792.63),9931.26,10268.5,21352.43,1787.627
065r,9/15/2000,minto8K(792.33),9644.101,9985.608,19651.05,1060.851
065r,5/8/2002,minto8K(792.03),11547.85,11851.66,26164.06,1270.263
065r,6/7/2004,minto8K(791.83),13349.13,13657.63,25448.23,1468.405
065r,11/20/2004,minto8K(793.43),13473.2,13660.59,25099,1482.052
065r,12/9/2004,minto8K(792.83),9577.06,9843.06,21019.53,1053.477
065r,2/9/2008,minto8K(794.03),11803.99,12047.25,27834.04,1298.439
065r,4/3/2008,minto8K(792.53),9067.469,9368.263,25212.44,997.4216
