Site,Date,Plane_Height,Area_2D,Area_3D,Volume,Errors
065r,3/27/1996,minto8K,9649.206603,10027.98786,18868.30577,1736.857188
065r,4/6/1996,minto8K,10246.24073,10543.89282,12141.19133,1844.323331
065r,4/26/1997,minto8K,5214.837508,5579.93375,25373.54099,938.6707514
065r,8/30/1997,minto8K,6700.766169,7050.469338,20674.8058,1206.13791
065r,4/21/1998,minto8K,9253.840372,9590.896445,22800.3561,1665.691267
065r,5/10/1999,minto8K,9493.071779,9733.108643,17319.14352,1708.75292
065r,3/25/2000,minto8K,11291.90625,11655.68881,20513.88863,2032.543126
065r,8/23/2000,minto8K,8475.961034,8784.715566,19412.25377,1525.672986
065r,9/15/2000,minto8K,8201.482992,8510.082347,17870.6401,902.1631291
065r,5/8/2002,minto8K,9917.818829,10177.57715,24708.33004,1090.960071
065r,6/7/2004,minto8K,11958.3979,12237.99432,22714.54644,1315.423769
065r,11/20/2004,minto8K,12273.17192,12453.28121,21949.92989,1350.048912
065r,12/9/2004,minto8K,8590.16431,8832.097958,18721.86141,944.9180741
065r,2/9/2008,minto8K,10617.87232,10843.93695,25997.59955,1167.965955
065r,4/3/2008,minto8K,8038.052015,8302.118155,23394.099,884.1857217
