Site,Date,Plane_Height,Area_2D,Area_3D,Volume,Errors
065r,3/27/1996,minto8K(784.53),19812.31,20589.14,18017.39,3566.216
065r,4/6/1996,minto8K(784.43),19812.31,20420.27,22147.31,3566.215
065r,4/26/1997,minto8K(785.13),19812.31,20566.2,15395.23,3566.216
065r,8/30/1997,minto8K(784.53),19812.31,20565.25,6614.791,3566.217
065r,4/21/1998,minto8K(785.03),19810.1,20578.1,18430.33,3565.818
065r,5/10/1999,minto8K(784.43),19811.26,20602.27,18644.99,3566.027
065r,3/25/2000,minto8K(784.03),19737.87,20516.64,13984.54,3552.816
065r,8/23/2000,minto8K(784.53),19812.31,20601.55,13666.77,3566.216
065r,9/15/2000,minto8K(784.43),19812.31,20503.13,16537.49,2179.354
065r,5/8/2002,minto8K(784.03),19649.11,20771.27,15634.63,2161.402
065r,6/7/2004,minto8K(785.03),18977.32,19736.52,19074.79,2087.505
065r,11/20/2004,minto8K(785.33),17806.6,18708.07,30678.07,1958.726
065r,12/9/2004,minto8K(785.03),19075.03,19906.39,27373.24,2098.254
065r,2/9/2008,minto8K(786.33),15216.57,15835.52,37744.06,1673.822
065r,4/3/2008,minto8K(784.83),14467.19,15055.36,19557.16,1591.391
