Site,Date,Plane_Height,Area_2D,Area_3D,Volume,Errors
065r,3/27/1996,minto8K(792.43),1481.963672,1518.302886,2060.664392,266.753461
065r,4/6/1996,minto8K(792.23),1126.129325,1155.520579,2181.439151,202.7032785
065r,4/26/1997,minto8K(792.33),1744.892773,1794.267745,1129.182631,314.0806992
065r,8/30/1997,minto8K(792.23),1860.429575,1908.69568,1265.650163,334.8773236
065r,4/21/1998,minto8K(792.33),1448.014801,1481.902854,1519.570625,260.6426642
065r,5/10/1999,minto8K(792.13),1515.898673,1548.404662,1862.777089,272.8617612
065r,3/25/2000,minto8K(792.23),1684.246525,1725.135682,1545.635222,303.1643745
065r,8/23/2000,minto8K(792.63),1455.298532,1483.783601,1940.172648,261.9537358
065r,9/15/2000,minto8K(792.33),1442.618113,1475.52608,1780.409228,158.6879924
065r,5/8/2002,minto8K(792.03),1630.02893,1674.083958,1455.728909,179.3031823
065r,6/7/2004,minto8K(791.83),1390.736196,1419.631104,2733.6872,152.9809816
065r,11/20/2004,minto8K(793.43),1200.029833,1207.308318,3149.067343,132.0032816
065r,12/9/2004,minto8K(792.83),986.8953484,1010.962208,2297.668778,108.5584883
065r,2/9/2008,minto8K(794.03),1186.115918,1203.308385,1836.436096,130.472751
065r,4/3/2008,minto8K(792.53),1029.417444,1066.14477,1818.345447,113.2359188
