Site,Date,Plane_Height,Area_2D,Area_3D,Volume
024l,20050508,8kto25k,1771.18392953,1804.83714386,384.164858045
024l,20050508,above875.97,1821.67542778,1856.07830114,390.980708345
024l,20050508,above876.07,1758.13182535,1791.75319569,386.049640841
024l,20050508,above876.17,1698.79763306,1731.59709333,381.234891476
024l,20050508,above876.27,1642.28756608,1674.23107892,376.71493975
024l,20050508,above876.37,1587.10107554,1618.15418596,372.434611528
024l,20050508,above876.47,1530.95496425,1561.12268221,368.391806363
024l,20050508,above876.57,1474.34532788,1503.63029119,364.596776074
024l,20050508,above876.67,1417.56847807,1445.97041389,361.019674373
024l,20050508,above876.77,1361.66827047,1389.14421309,357.291507543
024l,20050508,above876.87,1310.16502475,1336.60732431,352.639372362
024l,20050508,above876.97,1269.46343104,1294.55427417,346.735031115
024l,20050508,above877.07,1234.82497379,1258.3668298,338.103606457
024l,20050508,above877.17,1201.7104934,1223.64355718,327.020310047
024l,20050508,above877.27,1165.81558443,1186.19962721,314.310003128
024l,20050508,above877.37,1124.25496467,1143.23352454,300.181110406
024l,20050508,above877.47,1076.4152302,1094.18064971,284.905424611
024l,20050508,above877.57,1023.62188711,1040.32767618,268.706986341
024l,20050508,above877.67,968.766978323,984.459819812,251.676115447
024l,20050508,above877.77,913.175051048,927.872326608,233.58318158
024l,20050508,above877.87,856.602217314,870.327120421,215.78911143
024l,20050508,above877.97,799.027209296,811.811453388,199.540103178
024l,20050508,above878.07,744.912271603,756.670911072,184.831298871
024l,20050508,above878.17,702.397265258,712.797795861,170.327903441
024l,20050508,above878.27,667.538930406,676.36542141,154.353435288
024l,20050508,above878.37,632.203780456,639.429448471,136.562472071
024l,20050508,above878.47,589.792767955,595.540750698,116.899454413
024l,20050508,above878.57,535.809975107,540.294285397,95.5572033325
024l,20050508,above878.67,463.411224883,466.854364518,73.8950000329
024l,20050508,above878.77,379.181589585,381.800198343,53.6455612399
024l,20050508,above878.87,288.131963395,290.171058054,34.8589467574
024l,20050508,above878.97,192.573317414,194.151508334,20.4753009527
024l,20050508,above879.07,94.6296675139,95.7809086719,11.8170722086
024l,20050508,above879.17,58.0076996965,58.8313119166,7.74960421804
024l,20050508,above879.27,35.8609156526,36.4578133592,5.04653039101
024l,20050508,above879.37,22.5643298528,22.9852162861,3.38328186564
024l,20050508,above879.47,16.2113894873,16.5031241807,2.18541125748
024l,20050508,above879.57,10.6770101235,10.8622623719,1.20400055462
024l,20050508,above879.67,5.86936624292,5.96819481948,0.46763096151
024l,20050508,above879.77,2.05822843062,2.09188923853,0.0820726058294
