Date:Area.High:Volume.High:Area.Fluc:Volume.Fluc
2008-02-10:779:99  ±  31:513:73  ±  21
2008-04-05:1,587:394  ±  63:1,314:1751  ±  53
2008-10-18:1,167:566  ±  47:1,441:823  ±  58
2009-10-16:890:575  ±  36:1,097:206  ±  44
2012-10-09:777:473  ±  31:2,489:843  ±  100
2013-09-28:992:548  ±  40:1,234:668  ±  49
2014-10-01:896:587  ±  36:940:282  ±  38
2015-09-30:816:564  ±  33:1,379:120  ±  55
