Date:Area.High:Volume.High:Area.Fluc:Volume.Fluc:Area.Low:Volume.Low:Volume.x:Volume.y:Total_Site_Vol
1996-03-25:394:57  ±  16:6,326:5,793 ± 253:21,117:98,534 ± 3,801:104,384 ± 4,070:78,459 ± 4,906:182,843 ± 8,976
1996-04-06:3,537:4826  ±  141:2,214:9,149 ± 89:22,092:64,357 ± 3,977:78,332 ± 4,207:43,799 ± 4,933:122,131 ± 9,140
2000-08-24:437:191  ±  17:2,464:1,020 ± 99:24,624:21,685 ± 2,709:22,896 ± 2,825:20,910 ± 4,844:43,805 ± 7,669
2000-09-15:465:146  ±  19:3,656:2,937 ± 146:23,732:20,342 ± 4,272:23,425 ± 4,437:21,487 ± 4,941:44,912 ± 9,377
2004-11-20:601:351  ±  24:3,780:2,443 ± 151:23,414:63,710 ± 2,576:66,504 ± 2,751:36,724 ± 3,018:103,228 ± 5,769
2004-12-09:411:122  ±  16:2,870:1,653 ± 115:24,571:29,048 ± 2,703:30,823 ± 2,834:26,809 ± 3,005:57,632 ± 5,839
2008-02-09:340:73  ±  14:4,805:2,720 ± 192:22,418:61,992 ± 2,466:64,786 ± 2,672:29,881 ± 2,976:94,666 ± 5,648
2008-04-03:1,178:412  ±  47:5,223:7,288 ± 209:21,451:78,874 ± 2,360:86,574 ± 2,616:36,952 ± 3,007:123,525 ± 5,622
2008-05-24:1,109:386  ±  44:3,728:5,509 ± 149:NA:NA ± NA:NA:NA:NA
2008-10-17:1,099:426  ±  44:4,264:4,461 ± 171:NA:NA ± NA:NA:NA:NA
